web-scraper-order,web-scraper-start-url,course_name,course_duration,type_of_study,part_time_full_time,ielts_score,application_deadline,fees
"1667466172-392","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Agricultural Extension and Innovation","1 year","null","Full Time","null","null","INR 22.9 L/Yr"
"1667466172-393","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Applied Geospatial Analysis","1 year","null","Full Time","null","null","INR 17.7 L/Yr"
"1667466172-394","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Applied Mathematics and Theoretical Physics","1 year","null","Full Time","null","null","INR 22.9 L/Yr"
"1667466172-395","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Aviation Finance","1 year","null","Full Time","null","null","INR 20.5 L/Yr"
"1667466172-396","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Biological & Biomolecular Science By Negotiated Learning","1 year","null","Full Time","null","null","INR 21.9 L/Yr"
"1667466172-397","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Biotechnology","1 year","null","Full Time","null","null","INR 22.9 L/Yr"
"1667466172-398","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Cognitive Science","1 year","null","Full Time","null","null","INR 17.7 L/Yr"
"1667466172-399","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Computational Physics","1 year","null","Full Time","null","null","INR 22.9 L/Yr"
"1667466172-400","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Digital Information Management","1 year","null","Full Time","null","null","INR 17.2 L/Yr"
"1667466172-401","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Digital Investigation Forensic Computing","1 year","null","Full Time","null","null","null"
"1667466172-402","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Environmental Policy","1 year","null","Full Time","null","null","INR 17.7 L/Yr"
"1667466172-403","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Environmental Resource Management","1 year","null","Full Time","null","null","INR 22.9 L/Yr"
"1667466172-404","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Environmental Science","1 year","null","Full Time","null","null","INR 17.7 L/Yr"
"1667466172-405","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Environmental Sustainability - Graduate Diploma and Certificate","2 years","null","Full Time","null","29 Aug, 2022","null"
"1667466172-406","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] European Politics and Policy","1 year","null","Full Time","null","null","INR 17.7 L/Yr"
"1667466172-407","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Food Business Strategy","1 year","null","Full Time","null","null","INR 17.7 L/Yr"
"1667466172-408","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Geographies of the Global South","1 year","null","Full Time","null","null","INR 16.9 L/Yr"
"1667466172-409","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Healthcare Informatics","1 year","null","Full Time","null","null","INR 19.4 L/Yr"
"1667466172-410","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Human Rights","1 year","null","Full Time","null","null","INR 17.7 L/Yr"
"1667466172-411","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Humanitarian Action","15 months","null","Full Time","null","null","INR 21.9 L/Yr"
"1667466172-412","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] International Management - CEMS MIM","16 months","null","Full Time","null","null","INR 17.7 L/Yr"
"1667466172-413","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] International Political Economy","1 year","null","Full Time","null","null","INR 17.7 L/Yr"
"1667466172-414","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Marketing Practice","1 year","null","Full Time","null","null","INR 17.7 L/Yr"
"1667466172-415","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Mathematics and Science Education","1 year","null","Full Time","null","null","INR 17.7 L/Yr"
"1667466172-416","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Nanomaterials Chemistry","1 year","null","Full Time","null","null","INR 22.9 L/Yr"
"1667466172-417","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Nanotechnology","1 year","null","Full Time","null","null","INR 22.9 L/Yr"
"1667466172-418","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Physiotherapy (pre-registration)","2 years","null","Full Time","null","null","INR 22.3 L/Yr"
"1667466172-419","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Project Management","1 year","null","Full Time","null","null","INR 19.8 L/Yr"
"1667466172-420","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Quantitative Economics","1 year","null","Full Time","null","null","INR 16.9 L/Yr"
"1667466172-421","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Quantitative Finance","1 year","null","Full Time","null","null","INR 20.5 L/Yr"
"1667466172-422","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Space Science and Technology","1 year","null","Full Time","null","null","INR 22.9 L/Yr"
"1667466172-423","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Sport and Exercise Management","1 year","null","Full Time","null","null","INR 16.9 L/Yr"
"1667466172-424","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Sports Management","1 year","null","Full Time","null","null","INR 22.9 L/Yr"
"1667466172-425","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Strategic Management Accounting","1 year","null","Full Time","null","null","INR 17.7 L/Yr"
"1667466172-426","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Strategic Management and Planning","1 year","null","Full Time","null","null","INR 17.7 L/Yr"
"1667466172-427","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Sustainable Agriculture and Rural Development","1 year","null","Full Time","null","null","INR 22.9 L/Yr"
"1667466172-428","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Wildlife Conservation & Management","1 year","null","Full Time","null","null","INR 22.9 L/Yr"
"1667466172-429","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Post-Graduate Certificate Management of Elder Abuse","6 months","null","Full Time","null","null","null"
"1667466172-430","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Accounting [M.Acc]","1 year","On Campus","Full Time","7","null","INR 17.6 L/Yr"
"1667466172-431","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Bachelor of Science [B.S] Civil Engineering","4 years","Honours, On Campus","Full Time","null","15 Jul, 2023","INR 21.9 L/Yr"
"1667466172-432","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Bachelor of Science [B.S] Electronic and Electrical Engineering","4 years","Honours, On Campus","Full Time","null","15 Jul, 2023","INR 21.9 L/Yr"
"1667466172-433","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Arts [M.A] Architecture","2 years","null","Full Time","null","null","INR 22.9 L/Yr"
"1667466172-434","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Engineering [M.Eng] Biomedical Engineering","2 years","null","Full Time","null","null","INR 22.9 L/Yr"
"1667466172-435","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Engineering [M.Eng] Structural Engineering","1 year","On Campus","Full Time","null","null","INR 22.9 L/Yr"
"1667466172-436","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Arts [M.A] Media and International Conflict","1 year","On Campus","Full Time","null","null","INR 17.7 L/Yr"
"1667466172-437","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Engineering [M.Eng] Electronic and Computer Engineering","2 years","On Campus","Full Time","null","null","INR 22.9 L/Yr"
"1667466172-438","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Engineering [M.Eng] Energy Systems","2 years","On Campus","Full Time","6.5","null","INR 24.5 L/Yr"
"1667466172-439","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Engineering [M.Eng] Materials Science and Engineering","2 years","On Campus","Full Time","6.5","null","INR 24.5 L/Yr"
"1667466172-440","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Advanced Physiotherapy Studies","1 year","On Campus","Full Time","null","null","INR 11.4 L/Yr"
"1667466172-441","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Digital Marketing","1 year","On Campus","Full Time","null","null","INR 17.7 L/Yr"
"1667466172-442","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Environmental Sustainability","2 years","On Campus","Full Time","null","29 Aug, 2022","null"
"1667466172-443","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Medical Imaging","1 year","On Campus","Full Time","null","null","INR 19.3 L/Yr"
"1667466172-444","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Nursing (Education)","2 years","null","Part Time","null","null","INR 11.2 L/Yr"
"1667466172-445","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.Sc] Sports Physiotherapy","2 years","null","Part Time","null","null","INR 11.4 L/Yr"
"1667466172-446","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.S] Finance","1 year","On Campus","Full Time","7","null","INR 21.2 L/Yr"
"1667466172-447","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.S] International Business","1 year","On Campus","Full Time","7","null","INR 19.1 L/Yr"
"1667466172-448","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.S] Management","1 year","On Campus","Full Time","7","null","INR 19.1 L/Yr"
"1667466172-449","https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#","Master of Science [M.S] Actuarial Science","1 year","On Campus","Full Time","6.5","null","INR 21.6 L/Yr"
