web-scraper-order,web-scraper-start-url,course_name,course_duration,type_of_study,part_time_full_time,ielts_score,application_deadline,fees,File_Name
1667466172-390,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Laws [L.L.M] Law,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-391,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Philosophy [M.Phil] Business,2 years,,Full Time,,,INR 10.7 L/Yr,scraper_10.csv
1667466172-392,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Agricultural Extension and Innovation,1 year,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-393,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Applied Geospatial Analysis,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-394,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Applied Mathematics and Theoretical Physics,1 year,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-395,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Aviation Finance,1 year,,Full Time,,,INR 20.5 L/Yr,scraper_10.csv
1667466172-396,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Biological & Biomolecular Science By Negotiated Learning,1 year,,Full Time,,,INR 21.9 L/Yr,scraper_10.csv
1667466172-397,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Biotechnology,1 year,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-398,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Cognitive Science,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-399,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Computational Physics,1 year,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-400,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Digital Information Management,1 year,,Full Time,,,INR 17.2 L/Yr,scraper_10.csv
1667466172-401,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Digital Investigation Forensic Computing,1 year,,Full Time,,,,scraper_10.csv
1667466172-402,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Environmental Policy,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-403,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Environmental Resource Management,1 year,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-404,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Environmental Science,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-405,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Environmental Sustainability - Graduate Diploma and Certificate,2 years,,Full Time,,"29 Aug, 2022",,scraper_10.csv
1667466172-406,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] European Politics and Policy,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-407,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Food Business Strategy,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-408,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Geographies of the Global South,1 year,,Full Time,,,INR 16.9 L/Yr,scraper_10.csv
1667466172-409,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Healthcare Informatics,1 year,,Full Time,,,INR 19.4 L/Yr,scraper_10.csv
1667466172-410,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Human Rights,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-411,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Humanitarian Action,15 months,,Full Time,,,INR 21.9 L/Yr,scraper_10.csv
1667466172-412,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] International Management - CEMS MIM,16 months,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-413,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] International Political Economy,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-414,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Marketing Practice,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-415,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Mathematics and Science Education,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-416,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Nanomaterials Chemistry,1 year,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-417,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Nanotechnology,1 year,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-418,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Physiotherapy (pre-registration),2 years,,Full Time,,,INR 22.3 L/Yr,scraper_10.csv
1667466172-419,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Project Management,1 year,,Full Time,,,INR 19.8 L/Yr,scraper_10.csv
1667466172-420,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Quantitative Economics,1 year,,Full Time,,,INR 16.9 L/Yr,scraper_10.csv
1667466172-421,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Quantitative Finance,1 year,,Full Time,,,INR 20.5 L/Yr,scraper_10.csv
1667466172-422,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Space Science and Technology,1 year,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-423,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Sport and Exercise Management,1 year,,Full Time,,,INR 16.9 L/Yr,scraper_10.csv
1667466172-424,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Sports Management,1 year,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-425,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Strategic Management Accounting,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-426,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Strategic Management and Planning,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-427,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Sustainable Agriculture and Rural Development,1 year,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-428,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Wildlife Conservation & Management,1 year,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-429,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Post-Graduate Certificate Management of Elder Abuse,6 months,,Full Time,,,,scraper_10.csv
1667466172-430,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Accounting [M.Acc],1 year,On Campus,Full Time,7.0,,INR 17.6 L/Yr,scraper_10.csv
1667466172-431,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor of Science [B.S] Civil Engineering,4 years,"Honours, On Campus",Full Time,,"15 Jul, 2023",INR 21.9 L/Yr,scraper_10.csv
1667466172-432,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor of Science [B.S] Electronic and Electrical Engineering,4 years,"Honours, On Campus",Full Time,,"15 Jul, 2023",INR 21.9 L/Yr,scraper_10.csv
1667466172-433,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Arts [M.A] Architecture,2 years,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-434,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Engineering [M.Eng] Biomedical Engineering,2 years,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-435,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Engineering [M.Eng] Structural Engineering,1 year,On Campus,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-436,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Arts [M.A] Media and International Conflict,1 year,On Campus,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-437,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Engineering [M.Eng] Electronic and Computer Engineering,2 years,On Campus,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-438,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Engineering [M.Eng] Energy Systems,2 years,On Campus,Full Time,6.5,,INR 24.5 L/Yr,scraper_10.csv
1667466172-439,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Engineering [M.Eng] Materials Science and Engineering,2 years,On Campus,Full Time,6.5,,INR 24.5 L/Yr,scraper_10.csv
1667466172-440,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Advanced Physiotherapy Studies,1 year,On Campus,Full Time,,,INR 11.4 L/Yr,scraper_10.csv
1667466172-441,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Digital Marketing,1 year,On Campus,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-442,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Environmental Sustainability,2 years,On Campus,Full Time,,"29 Aug, 2022",,scraper_10.csv
1667466172-443,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Medical Imaging,1 year,On Campus,Full Time,,,INR 19.3 L/Yr,scraper_10.csv
1667466172-444,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Nursing (Education),2 years,,Part Time,,,INR 11.2 L/Yr,scraper_10.csv
1667466172-445,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Sports Physiotherapy,2 years,,Part Time,,,INR 11.4 L/Yr,scraper_10.csv
1667466172-446,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.S] Finance,1 year,On Campus,Full Time,7.0,,INR 21.2 L/Yr,scraper_10.csv
1667466172-447,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.S] International Business,1 year,On Campus,Full Time,7.0,,INR 19.1 L/Yr,scraper_10.csv
1667466172-448,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.S] Management,1 year,On Campus,Full Time,7.0,,INR 19.1 L/Yr,scraper_10.csv
1667466172-449,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.S] Actuarial Science,1 year,On Campus,Full Time,6.5,,INR 21.6 L/Yr,scraper_10.csv
1667465646-101,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Master of Science [M.S] Mechanical Engineering,1 year,On Campus,Full Time,6.5,31-Jul-21,INR 16.6 L/Yr,scraper_11.csv
1667465646-102,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Master of Science [M.S] Finance,1 year,On Campus,Full Time,6.5,31-Jul-21,INR 16.6 L/Yr,scraper_11.csv
1667465646-103,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Master of Science [M.S] Financial Risk Management,1 year,On Campus,Full Time,6.5,31-Jul-21,INR 16.6 L/Yr,scraper_11.csv
1667465646-104,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Master of Science [M.S] Management,1 year,On Campus,Full Time,6.5,31-Jul-22,INR 16.6 L/Yr,scraper_11.csv
1667465646-105,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Master of Laws [L.L.M],1 year,On Campus,Full Time,6.5,31-May-21,INR 10.4 L/Yr,scraper_11.csv
1667465646-106,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Master of Science [M.S] Marketing,1 year,On Campus,Full Time,7.0,31-Jul-21,INR 16.6 L/Yr,scraper_11.csv
1667465646-107,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Computer Engineering,5 years,On Campus,Full Time,6.5,01-Feb-22,INR 21.9 L/Yr,scraper_11.csv
1667465646-108,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Business Administration [B.B.A] Global Business,4 years,On Campus,Full Time,6.5,31-Jul-21,INR 15.3 L/Yr,scraper_11.csv
1667465646-109,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Master of Science [M.S] Computer Science (Mobile and Ubiquitous Computing),1 year,On Campus,Full Time,6.5,31-Jul-21,INR 20 L/Yr,scraper_11.csv
1667465646-110,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Computer Science,4 years,"Honours, On Campus",Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-111,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Master of Science [M.Sc] Computer Science (Interactive Entertainment Technology),1 year,,Full Time,88.0,31-Jul-21,INR 20 L/Yr,scraper_11.csv
1667465646-112,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,"Bachelor of Arts [B.A] Civil, Structural, and Environmental Engineering",5 years,,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-113,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Science [B.S] Integrated Children's and General Nursing,5 years,,Full Time,6.5,31-Jul-21,INR 18.9 L/Yr,scraper_11.csv
1667465646-114,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Master of Science [M.Sc] Electronic Information Engineering,1 year,,Full Time,,31-Jul-21,INR 20 L/Yr,scraper_11.csv
1667465646-115,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Master of Science [M.Sc] Neuroscience,1 year,,Full Time,,31-Jul-21,INR 16.6 L/Yr,scraper_11.csv
1667465646-116,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor Acting,3 years,Honours,Full Time,6.5,01-Feb-21,INR 18.8 L/Yr,scraper_11.csv
1667465646-117,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor Geography and Geoscience,4 years,Honours,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-118,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor Geography- Geography and Geoscience,4 years,,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-119,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Ancient History and Archaeology,4 years,Honours,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-120,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Earth Sciences,4 years,On Campus,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-121,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Electronic and Computer Engineering,5 years,,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-122,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Environmental Sciences,4 years,,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-123,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Physics,4 years,Honours,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-124,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Master Stage Design,1 year,On Campus,Full Time,,31-Jul-21,INR 17.7 L/Yr,scraper_11.csv
1667465646-125,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Master of Science [M.Sc] Bioengineering,1 year,,Full Time,,31-Jul-21,INR 20 L/Yr,scraper_11.csv
1667465646-126,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Master of Science [M.Sc] Engineering (Sustainable Energy),1 year,,Full Time,,31-Jul-21,INR 20 L/Yr,scraper_11.csv
1667465646-127,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Master of Science [M.Sc] Pharmaceutical Technology,1 year,,Full Time,,31-Jul-21,INR 8.8 L/Yr,scraper_11.csv
1667465646-128,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor Business Studies and French,4 years,Honours,Full Time,6.5,31-Jul-21,INR 16.2 L/Yr,scraper_11.csv
1667465646-129,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor Business Studies and German,4 years,Honours,Full Time,6.5,31-Jul-21,INR 16.2 L/Yr,scraper_11.csv
1667465646-130,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor Business Studies and Polish,4 years,Honours,Full Time,6.5,31-Jul-21,INR 16.2 L/Yr,scraper_11.csv
1667465646-131,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor Business Studies and Russian,4 years,Honours,Full Time,6.5,31-Jul-21,INR 16.2 L/Yr,scraper_11.csv
1667465646-132,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor Business Studies and Spanish,4 years,Honours,Full Time,6.5,31-Jul-21,INR 16.2 L/Yr,scraper_11.csv
1667465646-133,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor Chemical Sciences,4 years,Honours,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-134,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor Classical Languages (TSM),4 years,,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-135,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor Dental Science,5 years,Honours,Full Time,6.5,01-Feb-21,INR 40.2 L/Yr,scraper_11.csv
1667465646-136,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor Dental Technology (Ordinary Degree),3 years,,Full Time,6.5,31-Jul-21,INR 40.2 L/Yr,scraper_11.csv
1667465646-137,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor Geoscience,4 years,Honours,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-138,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor Music Education,4 years,Honours,Full Time,6.5,01-Feb-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-139,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Ancient and medieval history and culture,4 years,Honours,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-140,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Biochemistry,4 years,Honours,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-141,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Biomedical Engineering,5 years,,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-142,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Botany,4 years,Honours,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-143,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,"Bachelor of Arts [B.A] Business, Economic and Social Studies (BESS)",4 years,Honours,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-144,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Chemistry,4 years,Honours,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-145,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Chemistry with Molecular Modelling,4 years,Honours,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-146,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Classical Civilisation,4 years,Honours,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-147,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Classics,4 years,Honours,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-148,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Computer Science and Business,4 years,Honours,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-149,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,"Bachelor of Arts [B.A] Computer Science, Linguistics and a Language",4 years,On Campus,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-150,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Drama and Theatre Studies,4 years,Honours,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-151,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Economics (TSM),4 years,,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-152,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Electronic Engineering,5 years,,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-153,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Engineering,5 years,Honours,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-154,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] English Literature (TSM),4 years,,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-155,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] English Studies,4 years,Honours,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-156,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Film Studies (TSM),4 years,,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-157,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Genetics,4 years,Honours,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-158,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Geography,4 years,Honours,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-159,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Geology,4 years,,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-160,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] History,4 years,Honours,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-161,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] History and Political Science,4 years,,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-162,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] History of art and architecture (TSM),4 years,,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-163,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Human Genetics,4 years,,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-164,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Immunology,4 years,,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-165,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Italian (TSM),4 years,,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-166,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Jewish and Islamic Studies (TSM),4 years,,Full Time,6.5,31-Jul-21,INR 16.7 L/Yr,scraper_11.csv
1667465646-167,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Management science and information systems studies (MSISS),4 years,,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-168,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Mathematics,4 years,,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-169,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Science [B.S] Mechanical and Manufacturing Engineering,5 years,,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-170,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Medicinal Chemistry,4 years,,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-171,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Microbiology,4 years,,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-172,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,Bachelor of Arts [B.A] Molecular Medicine- Biological and Biomedical Sciences,4 years,,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
1667465646-173,https://collegedunia.com/ireland/college/729-trinity-college-dublin-dublin/programs#,"Bachelor of Arts [B.A] Nanoscience, Physics and Chemistry of Advanced Materials",4 years,,Full Time,6.5,31-Jul-21,INR 21.9 L/Yr,scraper_11.csv
