,author,reviewBody,reviewRating,ratingMaxvalue,reviewTags,dateCreated,images,reviewUrl,reviewSource,originalText,name,reviewCount,aggregateRating,address,place_id,input,businessUrl
113,Graeme Hosford,The quality of teaching and staff is absolutely shocking. The lecturers don't seem to have a clue what they're doing half the time and seem to go out of their way to pile on unnecessary busy work with the apparent thought that their subject is the only one that matters and no regard is given to anything else which takes up our time. I'm 2 years into my course and I would advise anyone thinking of going here to just go to UCC instead it can't possibly be any less organised there. To give a few examples of the sort of thing to expect from CIT there's been plenty of times we've been a few weeks into a project or assignment and then get told the lecturer has changed their mind on what they want done forcing us to redo it either partially or totally. Overall I think the college is OK but there doesn't seem to be any review by someone in charge of what the staff are actually accomplishing which seems to be less and less which each new class.,1.0,5.0,,3 years ago,,https://www.google.com/maps/contrib/101659637525363328439/reviews?hl=en-US&sa=X&ved=2ahUKEwiH3pbM6OP7AhUBKFkFHdK3CVQQvfQBegQIARBa,www.google.com,,Munster Technological University,190,4.5,"Rossa Ave, Bishopstown, Cork, Ireland",ChIJNTHdX96RREgR9tJ72pfnXsE,"https://www.google.com/search?q=munster+technological+university&rlz=1C1CHBF_enIN962IN962&oq=M&aqs=chrome.1.69i60j69i59l2j69i60l4j69i65.1573j0j7&sourceid=chrome&ie=UTF-8#lrd=0x484491de5fdd3135:0xc15ee797da7bd2f6,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJNTHdX96RREgR9tJ72pfnXsE
114,Caroline Enock,"Its a great college has 2 gyms, stadiums and alot of study areas",4.0,5.0,,9 months ago,,https://www.google.com/maps/contrib/104515771172290760407/reviews?hl=en-US&sa=X&ved=2ahUKEwiH3pbM6OP7AhUBKFkFHdK3CVQQvfQBegUIARC2AQ,www.google.com,,Munster Technological University,190,4.5,"Rossa Ave, Bishopstown, Cork, Ireland",ChIJNTHdX96RREgR9tJ72pfnXsE,"https://www.google.com/search?q=munster+technological+university&rlz=1C1CHBF_enIN962IN962&oq=M&aqs=chrome.1.69i60j69i59l2j69i60l4j69i65.1573j0j7&sourceid=chrome&ie=UTF-8#lrd=0x484491de5fdd3135:0xc15ee797da7bd2f6,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJNTHdX96RREgR9tJ72pfnXsE
115,Fintan Hynes,Great facilities. Held day one of Munster T& F championship,5.0,5.0,,5 months ago,https://lh5.googleusercontent.com/p/AF1QipNlGDeVoop4c7-OTcOEbkJz-YqCTNhaSjPpIsH0,https://www.google.com/maps/contrib/103808198134705016145/reviews?hl=en-US&sa=X&ved=2ahUKEwiCysfL6OP7AhUqFlkFHYvSBTkQvfQBegUIARCaAQ,www.google.com,,Munster Technological University,190,4.5,"Rossa Ave, Bishopstown, Cork, Ireland",ChIJNTHdX96RREgR9tJ72pfnXsE,"https://www.google.com/search?q=munster+technological+university&rlz=1C1CHBF_enIN962IN962&oq=M&aqs=chrome.1.69i60j69i59l2j69i60l4j69i65.1573j0j7&sourceid=chrome&ie=UTF-8#lrd=0x484491de5fdd3135:0xc15ee797da7bd2f6,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJNTHdX96RREgR9tJ72pfnXsE
116,Ann McSweeney,Very well run event.,5.0,5.0,,a month ago,,https://www.google.com/maps/contrib/113079766639825731888/reviews?hl=en-US&sa=X&ved=2ahUKEwiH3pbM6OP7AhUBKFkFHdK3CVQQvfQBegQIARBE,www.google.com,,Munster Technological University,190,4.5,"Rossa Ave, Bishopstown, Cork, Ireland",ChIJNTHdX96RREgR9tJ72pfnXsE,"https://www.google.com/search?q=munster+technological+university&rlz=1C1CHBF_enIN962IN962&oq=M&aqs=chrome.1.69i60j69i59l2j69i60l4j69i65.1573j0j7&sourceid=chrome&ie=UTF-8#lrd=0x484491de5fdd3135:0xc15ee797da7bd2f6,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJNTHdX96RREgR9tJ72pfnXsE
117,Jonathan Abramson,Clean spacious campus with good sports facilities,5.0,5.0,,4 months ago,,https://www.google.com/maps/contrib/104600200917161709181/reviews?hl=en-US&sa=X&ved=2ahUKEwiH3pbM6OP7AhUBKFkFHdK3CVQQvfQBegQIARAC,www.google.com,,Munster Technological University,190,4.5,"Rossa Ave, Bishopstown, Cork, Ireland",ChIJNTHdX96RREgR9tJ72pfnXsE,"https://www.google.com/search?q=munster+technological+university&rlz=1C1CHBF_enIN962IN962&oq=M&aqs=chrome.1.69i60j69i59l2j69i60l4j69i65.1573j0j7&sourceid=chrome&ie=UTF-8#lrd=0x484491de5fdd3135:0xc15ee797da7bd2f6,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJNTHdX96RREgR9tJ72pfnXsE
118,Alexis Walkden,"When actually working in a relative industry, you realise just how outdated and basic the Multimedia / Creative Digital Media course is. Now working in digital marketing, nothing I was taught in the course was truly relevant except for the business class and web development. Flash isn't relevant to ANY industry in this day and age. If you plan on asking for a reference afterwards from the department head, forget about it. You don't even get a response to give reasons why they can't or won't. Only two lecturers were memorable for being any good out of the entire four years. Some lecturers were out because they were going in and out of rehab. You pay three grand a year to be told, go watch instructional YouTube videos. That said, easy course for someone who wants a degree for the sake of it or pleasing their parents. Knock yourselves out, have the best four years of your life.",3.0,5.0,,2 years ago,,https://www.google.com/maps/contrib/101954247448741417184/reviews?hl=en-US&sa=X&ved=2ahUKEwiH3pbM6OP7AhUBKFkFHdK3CVQQvfQBegUIARCgAQ,www.google.com,,Munster Technological University,190,4.5,"Rossa Ave, Bishopstown, Cork, Ireland",ChIJNTHdX96RREgR9tJ72pfnXsE,"https://www.google.com/search?q=munster+technological+university&rlz=1C1CHBF_enIN962IN962&oq=M&aqs=chrome.1.69i60j69i59l2j69i60l4j69i65.1573j0j7&sourceid=chrome&ie=UTF-8#lrd=0x484491de5fdd3135:0xc15ee797da7bd2f6,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJNTHdX96RREgR9tJ72pfnXsE
119,Enda Kiernan,"Centrally located,loads of parking. Easy to access.",4.0,5.0,,a month ago,,https://www.google.com/maps/contrib/113166567408729859547/reviews?hl=en-US&sa=X&ved=2ahUKEwiH3pbM6OP7AhUBKFkFHdK3CVQQvfQBegUIARCKAQ,www.google.com,,Munster Technological University,190,4.5,"Rossa Ave, Bishopstown, Cork, Ireland",ChIJNTHdX96RREgR9tJ72pfnXsE,"https://www.google.com/search?q=munster+technological+university&rlz=1C1CHBF_enIN962IN962&oq=M&aqs=chrome.1.69i60j69i59l2j69i60l4j69i65.1573j0j7&sourceid=chrome&ie=UTF-8#lrd=0x484491de5fdd3135:0xc15ee797da7bd2f6,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJNTHdX96RREgR9tJ72pfnXsE
120,Gerard McQuillan,"Excellent college! I just finished my first year on the MSc in Marketing part-time and the experience to date has been exceptional. The lecturers are great, they really get you to critical think about the different topics and case studies which really adds to the learning process. I’m really looking forward to returning in September and getting stuck in to Year 2.",5.0,5.0,,6 years ago,,https://www.google.com/maps/contrib/112664442928686032089/reviews?hl=en-US&sa=X&ved=2ahUKEwiDzOeM4eP7AhVxFVkFHbs2C78QvfQBegUIARD1AQ,www.google.com,,National College of Ireland,171,4.1,"Mayor Street Lower, International Financial Services Centre, Dublin 1, Ireland",ChIJ55du2IwOZ0gRNal_7nS3UW0,"https://www.google.com/search?q=national+college+of+ireland&rlz=1C1CHBF_enIN962IN962&oq=Na&aqs=chrome.0.69i59j69i57j69i59j35i39j46i131i175i199i433i512j69i60l3.918j0j4&sourceid=chrome&ie=UTF-8#lrd=0x48670e8cd86e97e7:0x6d51b774ee7fa935,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJ55du2IwOZ0gRNal_7nS3UW0
121,Numan Ahmed,"Best College in Ireland for Higher Education. I am a student of BA Hons in Business Management Final year at National College of Ireland. I am targeting to complete my Hons Degree by end of July 2021. I had the best expirience of learning in National College of Ireland, the College is very supportive in every aspects. I got great help so many times from library help center (Mr Keith and teams who helped every time for my projects) all the lecturers are very friendly and supportive. My Programme Director Mr. Dave Cormack (who also taught a module Leadership and Influencing) is an amazing and helpful person and contactable at any time for any help. Programme Coordinator Miss Lillian and Miss Danielle are also very helpful and supportive. Finally looking forward to do my Masters in September from National College of Ireland.",5.0,5.0,,a year ago,,https://www.google.com/maps/contrib/107670362110363580870/reviews?hl=en-US&sa=X&ved=2ahUKEwiDzOeM4eP7AhVxFVkFHbs2C78QvfQBegUIARCLAg,www.google.com,,National College of Ireland,171,4.1,"Mayor Street Lower, International Financial Services Centre, Dublin 1, Ireland",ChIJ55du2IwOZ0gRNal_7nS3UW0,"https://www.google.com/search?q=national+college+of+ireland&rlz=1C1CHBF_enIN962IN962&oq=Na&aqs=chrome.0.69i59j69i57j69i59j35i39j46i131i175i199i433i512j69i60l3.918j0j4&sourceid=chrome&ie=UTF-8#lrd=0x48670e8cd86e97e7:0x6d51b774ee7fa935,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJ55du2IwOZ0gRNal_7nS3UW0
122,Claudio Santos,I did my masters degree there in 2019 and it was absolutely amazing experience. I highly recommend this college to international people.,5.0,5.0,,9 months ago,,https://www.google.com/maps/contrib/104440683621261816911/reviews?hl=en-US&sa=X&ved=2ahUKEwiDzOeM4eP7AhVxFVkFHbs2C78QvfQBegUIARDfAQ,www.google.com,,National College of Ireland,171,4.1,"Mayor Street Lower, International Financial Services Centre, Dublin 1, Ireland",ChIJ55du2IwOZ0gRNal_7nS3UW0,"https://www.google.com/search?q=national+college+of+ireland&rlz=1C1CHBF_enIN962IN962&oq=Na&aqs=chrome.0.69i59j69i57j69i59j35i39j46i131i175i199i433i512j69i60l3.918j0j4&sourceid=chrome&ie=UTF-8#lrd=0x48670e8cd86e97e7:0x6d51b774ee7fa935,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJ55du2IwOZ0gRNal_7nS3UW0
123,Connal Donohoe,"My experience here was very poor, I completed 2 years of the computing level 8 course and not only were my lecturers in 2nd year absolutely horrendous, the support available is next to none, there is no easy access to guidance counsellors, any email you send through email it was rarely answered, and when I asked multiple times about switching course they never gave me guidance on it, so I just made a new application and was told I'd be updated within a week, 5 approx weeks pass and I decide to email them, they blamed me because they left me a voice mail, that I never seen because it literally said, and I quote ""All official communication regarding your application will be by email"". The course I could have been in is now full and I'm extremely disappointed. Not only that, they then told me I would have had to complete a transfer form since I was a current student, would have been great if there was ANYWHERE I could have learned that but there wasn't, nothing on the website and no replies when I asked them directly. There's plenty more I could ramble on about but I definitely wish I would have chose somewhere else after my leaving cert 2 years ago",1.0,5.0,,a year ago,,https://www.google.com/maps/contrib/115261440580377380446/reviews?hl=en-US&sa=X&ved=2ahUKEwiDzOeM4eP7AhVxFVkFHbs2C78QvfQBegUIARCzAQ,www.google.com,,National College of Ireland,171,4.1,"Mayor Street Lower, International Financial Services Centre, Dublin 1, Ireland",ChIJ55du2IwOZ0gRNal_7nS3UW0,"https://www.google.com/search?q=national+college+of+ireland&rlz=1C1CHBF_enIN962IN962&oq=Na&aqs=chrome.0.69i59j69i57j69i59j35i39j46i131i175i199i433i512j69i60l3.918j0j4&sourceid=chrome&ie=UTF-8#lrd=0x48670e8cd86e97e7:0x6d51b774ee7fa935,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJ55du2IwOZ0gRNal_7nS3UW0
124,Karl Brady,"Anyone here looking to study part-time should save their money and not waste their time. Their money grabbing approach, their poor lecturers, oversized classes, everything; I don't have a single positive reflection from my time there.",1.0,5.0,,11 months ago,,https://www.google.com/maps/contrib/112122987835732211042/reviews?hl=en-US&sa=X&ved=2ahUKEwiDzOeM4eP7AhVxFVkFHbs2C78QvfQBegUIARDJAQ,www.google.com,,National College of Ireland,171,4.1,"Mayor Street Lower, International Financial Services Centre, Dublin 1, Ireland",ChIJ55du2IwOZ0gRNal_7nS3UW0,"https://www.google.com/search?q=national+college+of+ireland&rlz=1C1CHBF_enIN962IN962&oq=Na&aqs=chrome.0.69i59j69i57j69i59j35i39j46i131i175i199i433i512j69i60l3.918j0j4&sourceid=chrome&ie=UTF-8#lrd=0x48670e8cd86e97e7:0x6d51b774ee7fa935,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJ55du2IwOZ0gRNal_7nS3UW0
125,Emanuela Dudau,"Horrible college, wouldn't recommend it to anybody. Extremely unprofessional, never prepared for anything. If you're thinking to enroll here, DON'T. One of the worst choices there is.",1.0,5.0,,5 months ago,,https://www.google.com/maps/contrib/101638352390308408406/reviews?hl=en-US&sa=X&ved=2ahUKEwiDzOeM4eP7AhVxFVkFHbs2C78QvfQBegQIARBx,www.google.com,,National College of Ireland,171,4.1,"Mayor Street Lower, International Financial Services Centre, Dublin 1, Ireland",ChIJ55du2IwOZ0gRNal_7nS3UW0,"https://www.google.com/search?q=national+college+of+ireland&rlz=1C1CHBF_enIN962IN962&oq=Na&aqs=chrome.0.69i59j69i57j69i59j35i39j46i131i175i199i433i512j69i60l3.918j0j4&sourceid=chrome&ie=UTF-8#lrd=0x48670e8cd86e97e7:0x6d51b774ee7fa935,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJ55du2IwOZ0gRNal_7nS3UW0
126,The Travelling Camera,"Never been inside the college but I highly recommend it for parking. Spaces can be tight but the cost more than compensates at €2.50 per hour or €9 for the day with €7.50 for an evening after 5.30pm or €2.50 per hour. The car park, which is underneath the College, closes at 11pm.",5.0,5.0,,11 months ago,https://lh5.googleusercontent.com/p/AF1QipMw2UrvGI0sYfdM3AEa_A5nXNGWzibAN7-1sGBe,https://www.google.com/maps/contrib/105904992361680733326/reviews?hl=en-US&sa=X&ved=2ahUKEwiDzOeM4eP7AhVxFVkFHbs2C78QvfQBegQIARBA,www.google.com,,National College of Ireland,171,4.1,"Mayor Street Lower, International Financial Services Centre, Dublin 1, Ireland",ChIJ55du2IwOZ0gRNal_7nS3UW0,"https://www.google.com/search?q=national+college+of+ireland&rlz=1C1CHBF_enIN962IN962&oq=Na&aqs=chrome.0.69i59j69i57j69i59j35i39j46i131i175i199i433i512j69i60l3.918j0j4&sourceid=chrome&ie=UTF-8#lrd=0x48670e8cd86e97e7:0x6d51b774ee7fa935,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJ55du2IwOZ0gRNal_7nS3UW0
127,Veronica Stone,Perfect place for a youth conference. The only issue I had which dropped from a 5 star to a 4 star is the car park disabled parking space being the opposite side from the lift. Would be good if disabled drivers were signposted to the rear of the car park where the lift is situated and disabled parking in that location.,4.0,5.0,,9 months ago,,https://www.google.com/maps/contrib/117188747094102166860/reviews?hl=en-US&sa=X&ved=2ahUKEwiDzOeM4eP7AhVxFVkFHbs2C78QvfQBegUIARCHAQ,www.google.com,,National College of Ireland,171,4.1,"Mayor Street Lower, International Financial Services Centre, Dublin 1, Ireland",ChIJ55du2IwOZ0gRNal_7nS3UW0,"https://www.google.com/search?q=national+college+of+ireland&rlz=1C1CHBF_enIN962IN962&oq=Na&aqs=chrome.0.69i59j69i57j69i59j35i39j46i131i175i199i433i512j69i60l3.918j0j4&sourceid=chrome&ie=UTF-8#lrd=0x48670e8cd86e97e7:0x6d51b774ee7fa935,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJ55du2IwOZ0gRNal_7nS3UW0
128,Sue Jameson,Love this campus especially with no students in the place!! Bright and airy,5.0,5.0,,4 months ago,,https://www.google.com/maps/contrib/109455294550875797020/reviews?hl=en-US&sa=X&ved=2ahUKEwiDzOeM4eP7AhVxFVkFHbs2C78QvfQBegUIARCdAQ,www.google.com,,National College of Ireland,171,4.1,"Mayor Street Lower, International Financial Services Centre, Dublin 1, Ireland",ChIJ55du2IwOZ0gRNal_7nS3UW0,"https://www.google.com/search?q=national+college+of+ireland&rlz=1C1CHBF_enIN962IN962&oq=Na&aqs=chrome.0.69i59j69i57j69i59j35i39j46i131i175i199i433i512j69i60l3.918j0j4&sourceid=chrome&ie=UTF-8#lrd=0x48670e8cd86e97e7:0x6d51b774ee7fa935,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJ55du2IwOZ0gRNal_7nS3UW0
129,Al Donnelly,Go to college here. The atmosphere is good throughout the college. The college Cafeteria does lovely food throughout the day. But the area around has loads of different restaurants and cafes if you fancy something different.,4.0,5.0,,5 years ago,https://lh5.googleusercontent.com/p/AF1QipP_UUHEOl9b5sPPrQytdtl6GELC2CPLUax37ZrR | https://lh5.googleusercontent.com/p/AF1QipPLPp7y7ObIlCVWmKIrLEE5kICrxP4FQ9_4qaC5,https://www.google.com/maps/contrib/108307314824997753370/reviews?hl=en-US&sa=X&ved=2ahUKEwiDzOeM4eP7AhVxFVkFHbs2C78QvfQBegQIARBY,www.google.com,,National College of Ireland,171,4.1,"Mayor Street Lower, International Financial Services Centre, Dublin 1, Ireland",ChIJ55du2IwOZ0gRNal_7nS3UW0,"https://www.google.com/search?q=national+college+of+ireland&rlz=1C1CHBF_enIN962IN962&oq=Na&aqs=chrome.0.69i59j69i57j69i59j35i39j46i131i175i199i433i512j69i60l3.918j0j4&sourceid=chrome&ie=UTF-8#lrd=0x48670e8cd86e97e7:0x6d51b774ee7fa935,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJ55du2IwOZ0gRNal_7nS3UW0
130,Mia McCurdy,When you're leaving the cathedral you might as well keep exploring that end and head on over to NUIG. The campus is gorgeous. I love wandering around university grounds and this place is great. You'll feel like you're in Harry Potter for a bit!,5.0,5.0,,5 years ago,,https://www.google.com/maps/contrib/105191989537190833012/reviews?hl=en-US&sa=X&ved=2ahUKEwiC_4zw7uP7AhWcKlkFHVTzDLEQvfQBegQIARBh,www.google.com,,University of Galway,299,4.5,"University Rd, Galway, Ireland",ChIJByaGafGWW0gRcAJAjz3gQYs,"https://www.google.com/search?q=nui+galway&rlz=1C1CHBF_enIN962IN962&oq=NUI+Galway&aqs=chrome.0.0i67i355i433j46i67i433j0i20i263i512j46i67i175i199j0i67j0i512j0i67j0i512l3.653j0j7&sourceid=chrome&ie=UTF-8#lrd=0x485b96f169862607:0x8b41e03d8f400270,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJByaGafGWW0gRcAJAjz3gQYs
131,frank egbuna,It is calm now because of COVID but the library is open. The library is a great place to read however you have to reserve a seat online.,5.0,5.0,,a year ago,,https://www.google.com/maps/contrib/108058544582467613946/reviews?hl=en-US&sa=X&ved=2ahUKEwiC_4zw7uP7AhWcKlkFHVTzDLEQvfQBegUIARCNAQ,www.google.com,,University of Galway,299,4.5,"University Rd, Galway, Ireland",ChIJByaGafGWW0gRcAJAjz3gQYs,"https://www.google.com/search?q=nui+galway&rlz=1C1CHBF_enIN962IN962&oq=NUI+Galway&aqs=chrome.0.0i67i355i433j46i67i433j0i20i263i512j46i67i175i199j0i67j0i512j0i67j0i512l3.653j0j7&sourceid=chrome&ie=UTF-8#lrd=0x485b96f169862607:0x8b41e03d8f400270,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJByaGafGWW0gRcAJAjz3gQYs
132,Aparajita Chaturvedi,Nice place to study. Has high academic standard's and helping faculty staff..,5.0,5.0,,a year ago,,https://www.google.com/maps/contrib/111625062860709776335/reviews?hl=en-US&sa=X&ved=2ahUKEwiC_4zw7uP7AhWcKlkFHVTzDLEQvfQBegQIARB3,www.google.com,,University of Galway,299,4.5,"University Rd, Galway, Ireland",ChIJByaGafGWW0gRcAJAjz3gQYs,"https://www.google.com/search?q=nui+galway&rlz=1C1CHBF_enIN962IN962&oq=NUI+Galway&aqs=chrome.0.0i67i355i433j46i67i433j0i20i263i512j46i67i175i199j0i67j0i512j0i67j0i512l3.653j0j7&sourceid=chrome&ie=UTF-8#lrd=0x485b96f169862607:0x8b41e03d8f400270,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJByaGafGWW0gRcAJAjz3gQYs
133,Jordan Sg,Under such a pandemic situation its completely unnecessary to increase the course fee . Rather the university could have tried to lower it to help the students . At least increase the scholarships . Pls consider as there are lots of aspirants who wish to study in NUI.,2.0,5.0,,a year ago,,https://www.google.com/maps/contrib/109983072187518234199/reviews?hl=en-US&sa=X&ved=2ahUKEwiC_4zw7uP7AhWcKlkFHVTzDLEQvfQBegUIARC5AQ,www.google.com,,University of Galway,299,4.5,"University Rd, Galway, Ireland",ChIJByaGafGWW0gRcAJAjz3gQYs,"https://www.google.com/search?q=nui+galway&rlz=1C1CHBF_enIN962IN962&oq=NUI+Galway&aqs=chrome.0.0i67i355i433j46i67i433j0i20i263i512j46i67i175i199j0i67j0i512j0i67j0i512l3.653j0j7&sourceid=chrome&ie=UTF-8#lrd=0x485b96f169862607:0x8b41e03d8f400270,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJByaGafGWW0gRcAJAjz3gQYs
134,Dat Nguyen,Great university with beautiful campus,5.0,5.0,,3 years ago,https://lh5.googleusercontent.com/p/AF1QipMvsmPa_o15k1INJEbYZuAZgPjkQsLroH-e_6Ki | https://lh5.googleusercontent.com/p/AF1QipMcOEXBtHmlswj_Cc-QBvWFfknQ_YbF-CnW70VH | https://lh5.googleusercontent.com/p/AF1QipMXRPcN2H2qkwput8FOruJf2tOdab_Qe_yRGz0R | https://lh5.googleusercontent.com/p/AF1QipNbk-TGiTT__w8Ul5Agj6VZg0KL_1E3RQ7LDu4r | https://lh5.googleusercontent.com/p/AF1QipNIMpVoubVEv-FntLxCpTKRKL-hnRrDsOCsb2Ky | https://lh5.googleusercontent.com/p/AF1QipMHmQz-_dA6CBMI5ghZQiR4QQLJc1ZLqogBR02V,https://www.google.com/maps/contrib/114687015189189623496/reviews?hl=en-US&sa=X&ved=2ahUKEwiN2s_v7uP7AhUQF1kFHTzTDAQQvfQBegUIARCeAg,www.google.com,,University of Galway,299,4.5,"University Rd, Galway, Ireland",ChIJByaGafGWW0gRcAJAjz3gQYs,"https://www.google.com/search?q=nui+galway&rlz=1C1CHBF_enIN962IN962&oq=NUI+Galway&aqs=chrome.0.0i67i355i433j46i67i433j0i20i263i512j46i67i175i199j0i67j0i512j0i67j0i512l3.653j0j7&sourceid=chrome&ie=UTF-8#lrd=0x485b96f169862607:0x8b41e03d8f400270,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJByaGafGWW0gRcAJAjz3gQYs
135,Chris “quackman” V,"huge, old campus a pleasure to walk around. Very nice dorms which are also rentable rooms when main semesters are over. big cafeteria. Nice overall area with plenty to do outside the Uni.",5.0,5.0,,a week ago,,https://www.google.com/maps/contrib/108915164882732867324/reviews?hl=en-US&sa=X&ved=2ahUKEwiN2s_v7uP7AhUQF1kFHTzTDAQQvfQBegQIARBR,www.google.com,,University of Galway,299,4.5,"University Rd, Galway, Ireland",ChIJByaGafGWW0gRcAJAjz3gQYs,"https://www.google.com/search?q=nui+galway&rlz=1C1CHBF_enIN962IN962&oq=NUI+Galway&aqs=chrome.0.0i67i355i433j46i67i433j0i20i263i512j46i67i175i199j0i67j0i512j0i67j0i512l3.653j0j7&sourceid=chrome&ie=UTF-8#lrd=0x485b96f169862607:0x8b41e03d8f400270,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJByaGafGWW0gRcAJAjz3gQYs
136,Matthias Cowley,"First it was Queen's College, then University College - and now it's National University of Ireland, Galway. But to thousands of graduates, it was always their most cherished alma mater!",5.0,5.0,,4 years ago,https://lh5.googleusercontent.com/p/AF1QipO0fMuhHTZXqKCYK_5i_G3oWOyZ91TlqGPOUbnB,https://www.google.com/maps/contrib/106230984686358227294/reviews?hl=en-US&sa=X&ved=2ahUKEwiN2s_v7uP7AhUQF1kFHTzTDAQQvfQBegUIARCGAg,www.google.com,,University of Galway,299,4.5,"University Rd, Galway, Ireland",ChIJByaGafGWW0gRcAJAjz3gQYs,"https://www.google.com/search?q=nui+galway&rlz=1C1CHBF_enIN962IN962&oq=NUI+Galway&aqs=chrome.0.0i67i355i433j46i67i433j0i20i263i512j46i67i175i199j0i67j0i512j0i67j0i512l3.653j0j7&sourceid=chrome&ie=UTF-8#lrd=0x485b96f169862607:0x8b41e03d8f400270,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJByaGafGWW0gRcAJAjz3gQYs
137,Libin Philip,Beautiful and Lively campus...I enjoy every moment studying here!,5.0,5.0,,3 years ago,https://lh5.googleusercontent.com/p/AF1QipPK-PkscD-_qSjMLxpu-HOPR7ow2efoS5lYXVjF | https://lh5.googleusercontent.com/p/AF1QipOJ6AnFXOkXpc8wO4APkHh1EyQahyCOuu9i7fGR | https://lh5.googleusercontent.com/p/AF1QipP3IlDhdGwk9-niSs2RZ2dFmFJDeo-pwyWH-Ofr | https://lh5.googleusercontent.com/p/AF1QipPtk0trBt47zw9BtDHiD5t5Xq4cuSZYRuOQU-WM | https://lh5.googleusercontent.com/p/AF1QipO_laYReZXPfCehNEKH3_sdAjN2fRh4B0HzXcV1 | https://lh5.googleusercontent.com/p/AF1QipNel8vAC473FQbnV1xWAxBJSMFaBQ-Q0ukeifeR | https://lh5.googleusercontent.com/p/AF1QipM5AI23ntP_waBR7ZVb-FwEUh0Ll4S2zSb1E9YR | https://lh5.googleusercontent.com/p/AF1QipNsahTulZyngCFj2FOWGC2grzNGD5enZhmg6QC0 | https://lh5.googleusercontent.com/p/AF1QipMEjbXIDzxpj3GoqNMmmAOBY9oz9IcH4Dkg1UrB | https://lh5.googleusercontent.com/p/AF1QipN7e8x2U5LfNLyPnDAIGOoOCbAtcUXmW7dp1lFS | https://lh5.googleusercontent.com/p/AF1QipOhv42DLq3rewOIdnjxo9rukdioguX1gLJQERb1 | https://lh5.googleusercontent.com/p/AF1QipOHezCUX5EquS2__nyFEoJosFK3UqQlwm0gt9NU | https://lh5.googleusercontent.com/p/AF1QipNk6hA8RPrGIoUHMl4tsrLz33XdKybpzbkRFfK4 | https://lh5.googleusercontent.com/p/AF1QipOH6BADsReaPhIl496zQcUtz53JR5nkBkM8Gh_V,https://www.google.com/maps/contrib/107067698837219137609/reviews?hl=en-US&sa=X&ved=2ahUKEwiN2s_v7uP7AhUQF1kFHTzTDAQQvfQBegUIARC1AQ,www.google.com,,University of Galway,299,4.5,"University Rd, Galway, Ireland",ChIJByaGafGWW0gRcAJAjz3gQYs,"https://www.google.com/search?q=nui+galway&rlz=1C1CHBF_enIN962IN962&oq=NUI+Galway&aqs=chrome.0.0i67i355i433j46i67i433j0i20i263i512j46i67i175i199j0i67j0i512j0i67j0i512l3.653j0j7&sourceid=chrome&ie=UTF-8#lrd=0x485b96f169862607:0x8b41e03d8f400270,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJByaGafGWW0gRcAJAjz3gQYs
138,Google User,Top 1% Worldwide. Nice atmosphere,5.0,5.0,,a month ago,,https://www.google.com/maps/contrib/107395867057751335121/reviews?hl=en-US&sa=X&ved=2ahUKEwiC_4zw7uP7AhWcKlkFHVTzDLEQvfQBegQIARAf,www.google.com,,University of Galway,299,4.5,"University Rd, Galway, Ireland",ChIJByaGafGWW0gRcAJAjz3gQYs,"https://www.google.com/search?q=nui+galway&rlz=1C1CHBF_enIN962IN962&oq=NUI+Galway&aqs=chrome.0.0i67i355i433j46i67i433j0i20i263i512j46i67i175i199j0i67j0i512j0i67j0i512l3.653j0j7&sourceid=chrome&ie=UTF-8#lrd=0x485b96f169862607:0x8b41e03d8f400270,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJByaGafGWW0gRcAJAjz3gQYs
