,Logical_quotient_rating,i_get_stressed_out_easily,coding_skills_rating,public_speaking_points,i_am_always_prepared,i_follow_a_schedule,i_am_quick_to_understand_things,i_am_full_of_ideas,i_start_conversations,do_you_like_sports,entrepreneurial_mindset,tendency_to_worry,self_learning_capability,Extra_courses_did,Taken_inputs_from_seniors_or_elders,reading_and_writing_skills,memory_capability_score,worked_in_teams_ever,Introvert,Suggested_Job_Role,B_hard worker,B_smart worker
1608,9,4,1,6,0,1,3,4,7,1,0,1,1,0,0,0,1,0,1,Database Developer,1,0
1609,8,9,4,4,9,5,0,3,7,1,0,1,0,1,1,2,0,1,1,Database Developer,0,1
1610,9,7,7,5,1,0,3,9,3,0,0,1,0,1,1,2,1,0,1,Database Developer,1,0
1611,2,7,7,3,4,9,9,2,6,0,0,0,1,1,1,0,0,0,1,Database Developer,0,1
1612,3,3,6,3,5,8,0,3,4,1,0,0,0,0,0,1,2,1,1,Database Developer,0,1
1613,9,1,9,8,2,8,6,6,7,0,0,0,1,1,1,1,0,0,0,Database Developer,0,1
1614,0,6,3,9,4,8,2,9,8,1,1,1,1,0,0,1,1,0,0,Database Developer,0,1
1615,8,7,1,6,4,8,0,8,2,1,0,0,1,0,0,2,0,0,0,Database Developer,1,0
1616,9,6,5,7,6,2,6,2,2,0,1,0,0,1,0,0,1,1,0,Database Developer,0,1
1617,8,2,2,3,8,7,3,7,3,0,0,1,1,1,1,0,0,1,1,Database Developer,0,1
1618,6,7,5,8,2,8,3,7,4,0,1,1,0,0,1,0,0,0,0,Database Developer,0,1
1619,2,2,2,3,4,0,6,2,2,0,0,1,0,1,0,2,2,0,0,Database Developer,1,0
1620,5,9,5,2,0,7,4,7,8,0,0,1,0,0,0,1,2,1,0,Database Developer,0,1
1621,8,2,4,1,5,6,2,0,3,0,0,0,0,1,1,1,0,0,1,Database Developer,0,1
1622,0,3,2,6,1,2,5,3,9,1,0,0,0,0,0,0,2,0,0,Database Developer,1,0
1623,4,0,6,0,6,3,2,5,6,0,0,1,1,1,0,0,1,0,1,Database Developer,0,1
1624,5,9,9,0,6,2,0,9,7,0,1,0,0,1,1,2,1,0,0,Database Developer,0,1
1625,1,4,5,7,2,9,0,3,0,1,0,0,0,1,1,2,0,0,0,Database Developer,0,1
1626,7,0,1,2,9,3,7,3,0,0,1,0,1,0,0,2,1,0,1,Database Developer,1,0
1627,6,5,8,9,5,1,2,5,5,1,0,1,1,0,1,0,0,1,0,Database Developer,0,1
1628,0,8,1,9,0,3,3,9,0,1,0,0,0,0,1,1,0,0,1,Database Developer,0,1
1629,4,2,9,1,8,4,3,9,1,0,1,0,1,0,1,0,1,0,0,Database Developer,0,1
1630,6,4,0,7,2,3,4,7,4,0,1,1,0,1,0,2,1,1,1,Database Developer,1,0
1631,6,0,1,3,3,4,6,3,4,1,0,1,0,1,1,0,2,1,0,Database Developer,0,1
1632,4,7,9,1,9,9,4,5,3,0,0,1,1,1,0,0,2,0,0,Database Developer,1,0
1633,4,2,3,6,3,8,4,6,6,1,1,0,1,1,0,2,1,0,0,Database Developer,1,0
1634,2,5,4,3,0,4,5,0,0,0,0,0,0,1,1,1,0,0,1,Database Developer,1,0
1635,5,1,7,3,3,6,9,3,8,1,0,0,1,0,1,2,2,1,0,Database Developer,0,1
1636,2,3,5,5,0,9,4,9,6,0,0,1,1,1,0,0,0,0,1,Database Developer,1,0
1637,7,3,5,6,3,1,5,3,5,0,1,0,0,1,0,2,0,1,1,Database Developer,0,1
1638,0,9,7,2,9,4,5,7,9,0,1,0,0,1,0,1,1,1,1,Database Developer,1,0
1639,9,2,0,8,3,8,4,6,1,1,0,1,0,1,1,1,2,0,1,Database Developer,0,1
1640,3,2,4,9,7,1,5,6,7,1,1,1,0,1,0,0,1,1,1,Database Developer,0,1
1641,2,6,1,1,7,6,8,8,6,0,0,0,1,1,1,2,2,1,0,Database Developer,1,0
1642,8,6,9,9,8,2,1,3,0,1,1,1,1,1,0,1,1,1,1,Database Developer,0,1
1643,0,4,5,6,7,2,5,6,1,1,1,0,0,0,0,2,1,0,0,Database Developer,1,0
1644,2,3,7,6,1,2,3,6,1,0,0,1,0,1,1,1,1,1,0,Database Developer,1,0
1645,4,6,0,1,3,7,0,9,0,0,1,0,1,1,0,1,1,1,0,Database Developer,1,0
1646,4,4,9,6,1,1,6,2,8,0,0,1,1,1,0,1,1,0,1,Database Developer,0,1
1647,3,0,2,0,3,9,8,7,2,0,1,0,0,0,1,1,2,0,0,Database Developer,0,1
1648,3,7,0,8,8,9,9,5,7,0,0,1,1,1,0,1,0,0,0,Database Developer,1,0
1649,8,5,6,7,5,3,1,6,0,0,1,1,0,0,0,1,0,0,1,Database Developer,1,0
1650,7,9,9,4,4,6,8,8,5,1,1,0,1,0,0,2,1,1,1,Database Developer,0,1
1651,0,1,1,0,9,4,1,4,3,0,0,1,0,1,0,2,2,0,1,Database Developer,0,1
1652,7,3,1,7,5,8,6,0,6,0,1,0,0,0,1,2,2,1,1,Database Developer,1,0
1653,9,9,4,0,0,5,7,8,1,1,0,0,0,0,1,2,0,0,0,Database Developer,1,0
1654,0,2,2,1,8,2,3,2,2,0,0,1,1,1,1,2,1,0,1,Database Developer,1,0
1655,7,3,5,9,8,8,9,7,8,1,1,1,0,1,0,2,2,0,1,Database Developer,1,0
1656,7,5,3,1,4,9,2,5,9,1,0,0,1,0,0,0,1,0,0,Database Developer,0,1
1657,4,8,1,5,0,0,5,8,2,1,0,0,0,0,1,0,0,0,1,Database Developer,0,1
1658,6,9,8,9,7,0,0,2,1,0,0,0,1,0,0,1,0,0,0,Database Developer,0,1
1659,5,0,3,1,0,8,2,9,7,0,0,1,1,0,1,0,2,0,1,Database Developer,1,0
1660,7,3,0,3,6,0,1,0,8,0,0,0,0,1,0,0,1,1,0,Database Developer,0,1
1661,0,1,1,3,1,0,4,3,4,0,1,0,0,1,1,0,2,0,0,Database Developer,0,1
1662,9,9,8,6,2,9,7,5,4,0,0,1,0,0,1,2,2,1,1,Database Developer,1,0
1663,0,3,2,0,4,1,6,3,1,0,0,1,0,1,0,2,0,1,1,Database Developer,1,0
1664,6,4,7,1,6,5,7,3,8,0,1,0,1,1,1,0,1,0,1,Database Developer,0,1
1665,4,7,2,3,0,1,7,7,0,1,1,1,0,1,0,2,2,1,0,Database Developer,1,0
1666,5,1,2,3,9,7,1,2,9,1,0,0,1,1,0,1,2,0,0,Database Developer,0,1
1667,9,5,4,2,5,7,3,3,7,1,0,0,0,0,1,1,0,0,0,Database Developer,0,1
1668,1,7,9,9,1,2,9,5,1,0,1,0,0,0,0,0,2,1,1,Database Developer,0,1
1669,6,4,0,4,9,4,3,8,6,1,1,1,0,0,1,0,2,0,1,Database Developer,0,1
1670,6,4,2,7,9,1,8,4,9,1,1,0,0,1,1,0,0,1,1,Database Developer,1,0
1671,9,5,1,8,1,3,7,1,9,1,0,0,0,0,1,0,0,0,0,Database Developer,1,0
1672,0,5,1,0,6,1,0,0,5,1,1,0,1,1,0,1,1,1,1,Database Developer,1,0
1673,5,9,0,0,2,7,6,2,3,1,0,0,0,0,0,1,1,0,1,Database Developer,0,1
1674,5,8,8,8,4,1,9,5,5,0,1,1,1,1,1,2,2,1,0,Database Developer,0,1
1675,8,0,6,7,8,5,9,8,9,1,0,1,1,1,1,2,1,0,1,Database Developer,1,0
1676,2,3,7,3,7,3,4,6,9,0,0,0,1,0,1,1,2,0,0,Database Developer,0,1
1677,3,6,8,6,6,0,5,7,1,1,1,0,1,1,1,2,0,0,0,Database Developer,1,0
1678,3,4,1,2,0,8,9,1,5,0,0,0,0,1,0,0,1,0,1,Database Developer,1,0
1679,5,8,4,2,2,1,5,0,2,1,0,0,0,1,0,1,1,0,0,Database Developer,1,0
1680,7,1,8,0,0,1,3,4,5,0,0,1,1,0,1,0,2,1,1,Database Developer,1,0
1681,5,3,1,1,9,9,7,9,2,1,0,1,0,1,0,1,1,0,1,Database Developer,0,1
1682,7,2,4,9,7,3,0,1,2,0,0,0,1,0,1,0,0,1,1,Database Developer,0,1
1683,1,3,6,4,5,0,6,7,9,1,0,0,0,0,0,0,0,0,0,Database Developer,1,0
1684,7,3,5,5,9,6,3,8,2,1,0,1,1,0,0,0,1,0,0,Database Developer,0,1
1685,1,7,3,4,1,4,6,1,4,1,0,1,0,1,0,2,1,1,0,Database Developer,1,0
1686,8,0,1,9,9,1,8,9,7,1,1,1,0,1,1,1,2,1,1,Database Developer,1,0
1687,3,8,5,2,1,7,7,6,1,0,1,0,1,0,1,2,2,1,1,Database Developer,0,1
1688,1,3,4,1,9,6,5,1,6,0,0,0,1,1,0,1,0,1,0,Database Developer,0,1
1689,6,0,1,0,2,8,2,2,8,0,1,0,0,1,0,0,2,0,1,Database Developer,0,1
1690,1,0,2,1,5,5,5,9,3,0,0,0,1,0,1,1,0,1,1,Database Developer,1,0
1691,2,4,1,8,4,0,9,2,9,1,0,0,1,1,1,2,0,0,0,Database Developer,1,0
1692,3,0,6,9,2,1,2,6,7,0,0,0,1,1,1,1,0,1,0,Database Developer,0,1
1693,3,3,2,6,7,7,9,9,6,0,0,0,1,0,1,0,0,0,0,Database Developer,0,1
1694,0,6,3,6,8,8,6,5,6,0,1,0,1,1,1,0,0,0,1,Database Developer,1,0
1695,6,4,3,0,1,0,9,3,9,1,0,1,0,0,1,0,0,1,0,Database Developer,0,1
1696,4,7,9,0,4,2,4,6,2,0,0,0,1,1,1,0,2,0,1,Database Developer,1,0
1697,8,4,2,6,0,1,4,6,6,1,0,1,1,0,0,0,2,0,0,Database Developer,1,0
1698,5,2,8,7,4,0,7,0,7,0,1,1,0,1,0,1,1,1,1,Database Developer,1,0
1699,1,8,7,7,7,8,1,1,8,1,1,0,0,0,0,1,0,0,0,Human Resources,1,0
1700,3,5,2,2,5,7,3,6,7,0,1,0,0,0,0,0,0,0,0,Human Resources,0,1
1701,2,9,3,9,5,1,4,3,5,0,1,0,0,1,0,1,2,1,1,Human Resources,1,0
1702,5,8,7,3,3,7,3,3,0,1,1,1,0,0,0,1,1,1,1,Human Resources,1,0
1703,0,6,6,6,5,9,6,9,2,0,0,1,0,0,0,2,1,0,1,Human Resources,1,0
1704,5,7,1,0,0,7,7,7,0,1,0,0,0,0,0,1,2,1,1,Human Resources,1,0
1705,5,8,7,3,6,2,4,0,5,1,0,1,1,1,1,2,2,0,1,Human Resources,1,0
1706,6,3,5,7,1,9,5,8,7,1,0,0,1,0,1,1,0,0,0,Human Resources,0,1
1707,2,2,9,5,7,9,4,1,6,0,1,0,0,0,0,1,0,1,0,Human Resources,1,0
1708,2,7,7,4,2,7,7,0,8,1,0,1,0,1,0,1,2,0,1,Human Resources,0,1
1709,4,1,6,9,8,7,1,4,4,1,0,1,1,1,1,0,2,0,0,Human Resources,1,0
1710,3,6,5,4,1,8,6,8,9,1,0,0,0,0,1,2,0,0,0,Human Resources,1,0
1711,1,4,8,5,8,3,1,2,6,1,0,1,0,1,0,2,2,1,1,Human Resources,1,0
1712,6,4,5,4,4,7,3,0,1,1,0,0,0,0,0,2,2,1,0,Human Resources,1,0
1713,4,3,8,2,6,9,5,2,9,0,1,1,1,0,0,0,0,1,0,Human Resources,1,0
1714,6,1,9,7,9,4,2,7,1,1,1,0,0,0,0,1,1,0,0,Human Resources,1,0
1715,2,0,6,7,8,8,7,5,1,1,0,0,0,1,1,2,2,0,1,Human Resources,0,1
1716,4,4,9,1,3,2,0,1,9,1,0,1,1,1,1,0,0,1,0,Human Resources,1,0
1717,1,6,5,0,3,2,1,7,7,0,0,0,0,0,0,2,2,1,0,Human Resources,1,0
1718,2,3,7,8,0,3,5,4,9,0,1,1,1,0,1,2,1,1,0,Human Resources,0,1
1719,5,1,8,4,9,6,9,3,1,1,0,0,0,1,0,1,0,1,0,Human Resources,1,0
1720,1,2,8,3,2,5,5,4,2,0,1,0,0,1,0,2,2,1,1,Human Resources,1,0
1721,7,3,5,6,9,5,6,9,3,1,0,0,0,1,1,0,1,1,0,Human Resources,1,0
1722,7,4,7,4,9,9,2,3,2,1,0,0,0,1,0,2,1,1,1,Human Resources,0,1
1723,4,4,9,4,4,0,3,1,9,0,0,0,1,1,1,1,1,1,0,Human Resources,1,0
1724,3,1,4,2,5,0,8,7,4,1,1,0,1,1,0,0,0,0,1,Human Resources,0,1
1725,0,5,5,9,3,2,9,8,7,0,1,1,1,1,1,0,1,1,1,Human Resources,1,0
1726,2,4,5,9,6,3,5,9,0,0,1,1,1,0,0,2,0,0,1,Human Resources,1,0
1727,2,7,0,4,8,0,9,1,7,1,0,0,0,1,1,1,1,1,0,Human Resources,1,0
1728,8,1,7,2,1,8,7,7,9,1,0,0,0,0,0,2,2,1,0,Human Resources,1,0
1729,3,5,9,4,2,9,9,5,0,1,1,0,1,1,0,0,1,0,1,Human Resources,1,0
1730,3,4,3,9,4,7,1,8,6,1,1,1,1,0,1,1,0,1,0,Human Resources,0,1
1731,0,2,7,9,7,2,2,9,6,0,1,0,0,0,0,1,0,1,1,Human Resources,1,0
1732,1,6,8,4,2,2,4,6,6,0,0,0,1,1,1,1,0,1,0,Human Resources,1,0
1733,8,9,9,3,6,8,4,5,4,0,0,0,1,0,0,2,2,1,1,Human Resources,1,0
1734,1,3,2,6,3,5,3,3,3,1,0,1,0,1,0,1,0,1,1,Human Resources,1,0
1735,2,4,1,5,4,1,2,1,9,0,1,1,1,0,1,2,1,1,1,Human Resources,1,0
1736,2,6,1,0,1,4,1,4,5,0,0,0,1,1,1,0,2,1,0,Human Resources,0,1
1737,6,9,9,7,9,3,5,6,6,1,1,1,1,0,1,1,2,0,1,Human Resources,0,1
1738,9,3,3,7,3,1,3,4,3,1,1,0,0,0,1,2,2,1,1,Human Resources,1,0
1739,1,1,3,6,9,9,8,4,7,0,1,0,1,0,1,2,1,0,1,Human Resources,0,1
1740,8,2,1,0,4,1,8,0,0,0,1,0,0,1,0,2,0,0,0,Human Resources,0,1
1741,9,3,0,0,3,7,3,3,7,1,0,1,1,1,1,2,1,1,1,Human Resources,0,1
1742,0,9,7,0,9,3,1,5,1,1,1,1,0,1,1,0,0,1,1,Human Resources,1,0
1743,3,2,3,2,3,5,2,3,8,1,1,1,0,1,1,1,1,1,0,Human Resources,0,1
1744,5,8,3,8,6,5,8,8,8,1,0,1,1,1,0,2,0,1,0,Human Resources,0,1
1745,8,8,8,9,6,7,7,6,9,1,1,1,1,0,0,0,2,0,0,Human Resources,1,0
1746,6,8,2,3,7,8,0,8,6,0,0,0,1,1,0,2,2,1,0,Human Resources,1,0
1747,1,4,3,9,1,0,3,8,0,0,1,0,0,0,0,2,0,1,0,Human Resources,1,0
1748,8,4,9,6,6,9,3,2,8,1,0,1,1,1,0,0,1,0,0,Human Resources,0,1
1749,7,9,2,2,1,8,5,6,6,0,1,0,1,0,1,1,2,0,0,Human Resources,1,0
1750,2,9,1,1,2,3,0,8,7,0,0,1,1,1,0,0,0,0,0,Human Resources,1,0
1751,1,8,8,4,3,9,8,7,0,1,0,1,1,0,1,2,2,1,0,Human Resources,1,0
1752,1,5,6,0,0,3,7,3,4,1,1,1,1,1,0,0,0,0,1,Human Resources,1,0
1753,3,6,3,3,4,4,9,2,2,0,0,1,0,0,0,2,0,0,0,Human Resources,0,1
1754,2,7,1,6,4,2,3,3,9,1,0,1,0,0,0,0,2,0,0,Human Resources,1,0
1755,3,9,6,4,9,1,0,3,6,1,1,0,0,0,1,0,1,0,1,Human Resources,1,0
1756,4,6,0,3,3,3,7,9,2,0,1,1,0,0,1,2,2,1,1,Human Resources,0,1
1757,9,2,6,6,5,9,6,5,0,1,0,1,1,0,0,0,1,0,0,Human Resources,0,1
1758,3,4,1,2,5,9,1,6,0,0,0,1,1,0,1,1,2,1,1,Human Resources,1,0
1759,6,5,1,0,2,1,9,2,1,1,0,1,0,1,1,2,1,0,1,Human Resources,0,1
1760,2,4,3,1,8,8,5,8,5,1,0,0,1,0,0,0,1,0,0,Human Resources,0,1
1761,3,4,0,3,2,1,9,4,8,0,1,1,0,0,0,2,0,0,0,Human Resources,1,0
1762,2,3,8,0,0,7,4,1,3,0,1,0,0,0,1,0,2,0,0,Human Resources,0,1
1763,9,5,1,1,8,7,0,1,0,0,1,1,0,1,1,1,1,1,1,Human Resources,1,0
1764,5,2,3,8,2,4,0,8,9,0,1,1,1,0,0,1,1,1,1,Human Resources,1,0
1765,7,7,2,7,7,9,7,9,6,0,0,1,1,1,0,2,0,0,1,Human Resources,0,1
1766,9,2,9,5,9,6,9,3,0,0,1,1,1,1,0,2,0,0,1,Human Resources,0,1
1767,4,5,8,1,5,5,2,2,5,1,1,0,1,1,1,0,1,0,1,Human Resources,1,0
1768,2,7,2,3,7,3,0,4,3,0,0,0,0,0,1,0,2,0,1,Human Resources,1,0
1769,7,0,2,6,1,5,1,6,5,0,0,0,1,1,1,0,1,1,0,Human Resources,1,0
1770,6,8,3,6,4,5,2,0,5,1,0,1,0,1,0,2,0,1,0,Human Resources,0,1
1771,7,1,3,4,7,2,1,9,3,0,0,0,1,0,0,0,1,0,1,Human Resources,1,0
1772,3,6,2,9,2,4,4,1,2,0,0,1,0,0,0,2,1,1,1,Human Resources,1,0
1773,0,9,7,4,7,6,3,7,2,1,0,0,1,0,1,0,0,0,1,Human Resources,1,0
1774,1,8,2,9,8,5,1,8,4,0,0,0,0,1,1,1,0,0,0,Human Resources,0,1
1775,3,0,6,8,0,1,4,3,6,0,0,0,0,0,1,2,0,0,1,Human Resources,1,0
1776,5,6,0,4,2,6,2,6,2,0,1,0,0,0,0,1,0,1,1,Human Resources,0,1
1777,8,7,4,0,4,5,0,8,8,0,1,0,1,1,0,2,1,0,1,Human Resources,0,1
1778,8,8,4,4,1,6,1,6,2,1,0,0,1,1,0,1,2,1,1,Human Resources,1,0
1779,7,3,7,2,1,6,6,7,6,0,0,1,0,0,0,1,1,0,0,Human Resources,0,1
1780,6,1,2,5,5,9,3,0,1,0,1,1,1,0,1,1,0,1,1,Human Resources,1,0
1781,5,5,5,6,6,3,9,4,2,0,0,1,1,0,1,1,2,0,0,Human Resources,0,1
1782,1,8,0,0,4,5,4,5,4,0,1,0,1,1,0,0,2,1,1,Human Resources,1,0
1783,0,0,4,9,3,1,6,4,6,1,0,0,0,0,1,1,2,1,1,Human Resources,0,1
1784,7,5,3,7,0,8,3,7,1,1,1,1,0,0,0,1,1,0,1,Human Resources,1,0
1785,6,5,0,0,3,8,7,6,9,1,0,1,1,0,1,1,1,1,1,Human Resources,1,0
1786,1,7,5,9,7,0,4,2,3,0,0,0,0,1,1,0,2,0,1,Human Resources,1,0
1787,6,6,1,0,9,6,9,0,5,1,0,1,1,0,0,1,1,0,1,Human Resources,1,0
1788,8,5,3,5,4,7,4,6,3,1,1,1,1,0,0,1,2,0,0,Human Resources,0,1
1789,4,6,8,8,1,5,6,4,7,0,0,0,0,1,0,0,1,0,0,Human Resources,0,1
1790,8,4,1,9,9,8,4,4,2,0,0,0,0,1,0,1,2,0,1,Human Resources,0,1
1791,2,4,3,6,9,1,3,1,5,1,1,1,1,1,1,0,1,0,1,Human Resources,1,0
1792,6,2,7,2,4,2,2,9,0,0,1,0,1,1,0,2,0,1,1,Human Resources,0,1
1793,9,6,1,8,4,0,6,5,8,1,0,1,0,0,1,0,1,1,1,Human Resources,1,0
1794,0,2,2,6,9,8,1,8,2,1,1,0,0,1,0,2,0,1,1,Human Resources,0,1
1795,3,8,1,1,9,6,6,4,6,0,0,0,1,1,1,0,1,1,0,Human Resources,0,1
1796,2,7,4,8,7,6,3,7,8,1,1,0,0,1,0,2,2,1,0,Human Resources,0,1
1797,5,0,5,4,0,4,5,0,6,1,1,1,0,1,0,0,0,0,0,Human Resources,0,1
1798,4,5,4,0,8,3,4,6,5,0,0,0,0,0,1,1,2,1,1,Human Resources,0,1
1799,7,8,4,4,1,6,2,1,6,0,0,1,1,0,0,2,2,1,1,Human Resources,0,1
1800,3,3,8,4,0,4,4,4,1,1,1,0,1,1,1,2,0,1,0,Human Resources,1,0
1801,6,9,6,0,8,5,2,0,3,1,1,1,0,1,1,0,0,0,1,Human Resources,0,1
1802,9,6,2,0,2,8,9,3,5,1,0,1,0,0,1,1,1,0,1,Human Resources,0,1
1803,9,6,5,3,9,0,2,1,9,1,0,1,0,1,0,1,1,0,1,Human Resources,1,0
1804,7,3,1,6,1,7,9,4,3,0,1,1,1,1,0,1,2,1,1,Human Resources,0,1
1805,5,8,8,9,0,2,8,7,3,1,1,1,1,0,1,0,1,1,0,Human Resources,0,1
1806,3,0,9,4,3,0,9,0,7,1,1,1,0,0,1,2,0,1,0,Human Resources,1,0
1807,4,0,2,8,9,2,1,2,4,1,0,1,0,0,0,1,1,1,1,Human Resources,0,1
1808,1,2,5,6,8,7,9,1,3,0,0,0,0,0,0,2,2,1,1,Human Resources,0,1
1809,2,2,7,6,9,8,1,6,3,0,0,1,0,0,0,1,0,0,1,Human Resources,1,0
1810,9,0,0,8,4,8,4,1,4,0,0,1,1,0,1,0,2,0,1,Human Resources,0,1
1811,4,8,2,9,5,3,5,8,7,1,1,1,1,1,0,0,1,1,1,Human Resources,1,0
1812,3,9,0,9,4,4,8,2,2,1,1,1,1,1,1,2,0,1,0,Human Resources,0,1
1813,5,3,1,4,3,6,7,0,6,0,0,0,1,1,0,2,2,1,0,Human Resources,0,1
1814,6,4,5,7,7,9,9,6,9,0,0,1,0,0,0,1,0,0,0,Human Resources,0,1
1815,5,9,9,1,9,3,8,4,3,1,1,0,0,1,1,2,1,0,0,Human Resources,1,0
1816,7,6,2,7,5,1,4,1,9,0,0,1,0,0,0,0,1,0,0,Human Resources,0,1
1817,0,4,4,8,1,4,9,2,2,0,0,1,0,0,1,2,0,1,1,Human Resources,0,1
1818,9,8,7,0,9,1,0,9,8,0,1,0,1,1,1,0,1,0,1,Human Resources,0,1
1819,7,1,6,1,3,6,0,9,8,1,0,1,0,1,1,0,1,0,0,Human Resources,1,0
1820,2,1,2,5,2,8,5,7,4,1,1,0,1,1,0,2,1,1,0,Human Resources,1,0
1821,0,0,0,9,9,4,6,2,8,1,1,0,0,0,1,1,1,1,0,Human Resources,1,0
1822,8,5,7,4,0,1,3,4,2,0,0,1,1,1,1,2,2,0,1,Human Resources,0,1
1823,6,4,9,4,5,7,4,1,9,0,0,0,1,1,1,0,0,1,0,Human Resources,1,0
1824,2,8,6,2,0,5,4,9,4,1,0,0,0,0,0,0,0,1,0,Human Resources,0,1
1825,3,3,7,8,1,3,1,6,0,0,0,1,1,0,0,1,2,0,0,Human Resources,1,0
1826,1,3,5,0,8,3,0,7,5,0,0,1,1,1,1,1,2,0,1,Human Resources,1,0
1827,8,2,0,9,3,4,2,0,0,0,0,1,0,0,1,2,1,0,1,Human Resources,1,0
1828,7,3,6,6,3,5,5,7,0,0,0,1,0,0,1,2,0,1,1,Human Resources,1,0
1829,4,2,7,6,6,4,1,3,6,1,1,0,0,0,1,1,1,0,0,Human Resources,1,0
1830,0,8,7,4,5,2,6,6,4,0,0,1,1,0,1,2,2,1,0,Human Resources,1,0
1831,8,0,4,6,4,8,0,4,0,0,1,1,1,0,1,2,0,1,1,Human Resources,1,0
1832,3,1,3,6,2,3,0,7,3,0,0,0,1,1,0,1,0,0,0,Human Resources,0,1
1833,9,2,2,8,6,6,3,3,1,0,0,0,0,1,0,2,1,0,1,Human Resources,0,1
1834,6,9,0,5,0,1,3,6,9,0,0,1,0,1,0,2,0,1,0,Human Resources,1,0
1835,4,5,8,6,1,6,8,3,5,0,0,0,1,1,0,1,1,0,0,Human Resources,1,0
1836,3,0,9,2,5,0,3,9,4,0,0,0,0,0,0,2,1,1,0,Human Resources,0,1
1837,3,0,0,8,7,1,9,4,6,1,1,0,0,0,0,0,1,0,0,Human Resources,1,0
1838,8,9,9,7,4,8,7,4,1,1,1,0,0,1,0,1,1,1,1,Human Resources,1,0
1839,5,7,3,3,0,9,0,6,4,1,0,1,0,0,1,0,2,0,1,Human Resources,0,1
1840,6,8,1,8,0,0,0,5,8,1,0,0,0,1,1,2,1,1,1,Human Resources,0,1
1841,1,6,0,6,0,6,1,6,7,1,1,0,0,1,1,0,0,1,1,Human Resources,1,0
1842,8,4,8,3,5,5,1,7,9,0,1,1,1,1,1,1,1,0,0,Human Resources,1,0
1843,7,5,8,9,5,2,1,4,4,1,1,0,1,1,0,0,1,0,0,Human Resources,0,1
1844,6,9,9,0,2,3,9,9,8,0,0,0,1,0,0,2,1,1,1,Human Resources,0,1
1845,6,9,5,4,9,3,9,6,3,1,0,0,0,0,0,2,0,1,0,Human Resources,1,0
1846,4,8,6,8,3,1,9,6,0,0,0,1,1,0,1,0,2,0,1,Human Resources,0,1
1847,5,0,4,5,9,6,5,7,6,0,1,0,0,0,0,2,1,1,0,Human Resources,0,1
1848,0,2,8,5,6,6,3,0,7,1,0,1,1,1,0,1,1,0,1,Human Resources,1,0
1849,8,9,1,5,7,5,9,4,7,0,0,1,1,0,1,0,2,1,0,Human Resources,1,0
1850,2,7,2,7,7,4,8,1,2,1,0,0,1,0,0,2,0,0,0,Human Resources,0,1
1851,1,6,0,8,5,8,0,0,8,1,0,1,0,0,1,0,1,1,1,Human Resources,1,0
1852,7,7,8,5,8,5,9,9,2,1,0,1,1,1,1,0,0,1,0,Human Resources,1,0
1853,5,4,8,6,6,3,0,3,1,1,0,1,0,1,0,1,0,0,1,Human Resources,0,1
1854,7,6,0,6,8,3,2,1,4,0,1,1,0,0,0,2,1,1,0,Human Resources,0,1
1855,4,2,5,4,1,5,7,4,3,1,1,1,1,0,0,2,2,1,1,Human Resources,0,1
1856,8,2,2,6,7,0,3,8,8,0,1,1,1,1,1,2,2,1,0,Human Resources,0,1
1857,1,9,9,9,7,3,9,8,4,0,0,0,0,0,1,1,2,0,1,Human Resources,1,0
1858,0,0,0,1,1,0,5,6,4,0,0,0,1,0,1,0,0,0,1,Human Resources,0,1
1859,7,8,2,5,3,9,3,3,5,1,0,0,1,0,1,2,1,1,1,Human Resources,0,1
1860,2,4,2,6,1,3,4,2,2,0,1,0,0,0,0,2,1,1,1,Human Resources,0,1
1861,1,4,4,5,5,8,3,3,6,0,1,0,0,1,1,2,0,0,1,Human Resources,0,1
1862,3,0,8,7,0,4,3,9,8,0,0,0,0,1,1,2,1,1,1,Human Resources,0,1
1863,2,6,0,7,9,4,2,7,9,0,1,1,1,0,0,0,1,0,0,Human Resources,0,1
1864,4,5,8,8,7,5,2,8,9,0,1,1,0,1,1,0,1,0,1,Human Resources,1,0
1865,6,5,0,1,1,3,3,0,1,0,1,1,1,0,1,0,0,1,0,Human Resources,0,1
1866,3,8,7,4,8,7,9,8,9,1,1,0,0,0,0,1,1,0,0,Human Resources,1,0
1867,5,9,0,4,0,3,3,9,1,0,0,0,0,0,1,2,2,1,1,Human Resources,1,0
1868,8,5,7,7,1,4,0,7,5,1,0,0,0,1,1,0,1,0,1,Human Resources,1,0
1869,2,2,7,1,9,9,2,8,4,1,0,1,0,1,1,1,1,0,1,Human Resources,0,1
1870,5,7,6,6,7,3,3,8,1,0,0,1,1,1,0,1,1,0,1,Human Resources,0,1
1871,0,5,3,9,6,4,1,0,7,0,0,0,0,1,0,2,1,0,0,Human Resources,1,0
1872,8,3,4,2,1,3,0,6,4,1,0,1,1,0,1,2,0,1,1,Human Resources,0,1
1873,8,7,2,9,6,3,8,5,5,1,1,1,0,1,1,1,1,0,1,Human Resources,0,1
1874,4,1,1,7,4,0,5,2,1,0,1,0,0,1,1,1,2,0,0,Human Resources,1,0
1875,5,3,5,1,3,8,9,6,2,0,1,1,0,1,1,0,2,1,0,Human Resources,0,1
1876,0,1,6,3,9,5,4,7,3,0,0,1,0,1,1,1,0,1,0,Human Resources,0,1
1877,3,5,6,7,6,8,6,9,8,0,1,1,0,1,0,0,2,1,0,Human Resources,1,0
