,reviewBody,Sentiment
191,"UCD has 2 campus, Belfield is their main campus. Approx 4 KM from Belfield campus they have UCD smurfit for management studies. Belfield is very huge and has all facilities for students. Connectivity is great they have a bus stop in university campus and every 5-10 minutes a bus arrives/ departs from their campus bus stop. They have huge car parking and massive accommodation in campus. There are many libraries in Belfield. James joyce library was very helpful for my studies and one can find all required books related to their subjects in the libraries. There is also a career network office. There are 2 coffee vans in campus where one can get snacks and coffee. These vans/ coffee trucks are not open on weekends. There are few restaurants also in campus where one can get nice food and they also have many vegetarian options. Campus has a massive lake and sitting area for students. There is an ample space for cycle parking at Belfield. At end of campus there are many playgrounds and one can book game field as per their requirement. Overall is it a very nice campus with great Connectivity and infrastructure. Just outside Belfield canpus there is pizza hut, many coffee shops and also dorset student accommodation. Stillorgan village is approx 3 KM from Belfield and city center is approx 5 KM.",1.0
192,"The best emergency vet care I have ever had the, uh, pleasure of using. Top-quality team and services. Thank you for your help.",1.0
193,Dinner at ucd club. A very pleasant experience. Deirdre O Riordan Irvine and Mary Bonner Galbraith,1.0
194,Great place it's just a pity they keep building on the green fields instead of building up on existing structures!,1.0
195,Largest University in Ireland. Lots of food and drinks facilities. Nice for a walk around the very large campus in the good weather.,1.0
196,"Nice campus. There are two lakes with swans swimming in them Gym , library are also nice",1.0
197,"It is one of the largest campuses Iâ€™ve ever been to. The lecturers are very helpful. There is always support for students whenever required: from stress management, time management, writing, financial and all. They also give away lots and lots of scholarships. Itâ€™s a home away from home. Truly a sanctuary school. I am proud to have attained my MSc here.",1.0
198,"What an amazing place, had a great day with the Vision sports team. The kids had a great time.",1.0
199,Traveled here back in the summer of 2014 for an internship in the legal field. Very beautiful campus,1.0
200,"Great campus. Easy to navigate around the place. Clear directions. One of the best university in Ireland. Great student atmosphere. Lot of cafe and student social stuffs. Staffs and people are friendly here. Very spacious campus. The architecture of some buildings are modern and minimalistic. The public transport are constant here, just at the two side of the entrance.",1.0
201,"Inclusive, simple really. That is all I need say. Understanding,, rational, real, good place for learning all aspects of life.",1.0
202,Driving in and out of the Campus is soo bad due to the road works going on there. All other things are great,1.0
203,"Big campus, and if your not in college a lovely place to go for a walk. Theirs 2 lakes and many coffees shops any one can use you donâ€™t have to be a student. Gorgeous in the summer!",1.0
204,"I'm dyslexic and got so much help in this college, I managed to get third place in my class. Great lectures and staff. I would recommend UCD, for any age or subjects of study.",1.0
205,Had a really nice time. Great campus with wide open spaces and a friendly staff that hosted a great conference.,1.0
206,beautiful grounds very well maintained. solitary person waiting for a a coffee in the Nubar . it was so quite there . it was missing the buzz of students from around the world and Ireland its now fully opened,1.0
207,"I use the gym and swimming pool 3 times a week, brilliant facilities and the best pool I've ever used, the coffee after is also excellent!",1.0
208,Best place for students Beautiful place for students to learn and explore in career,1.0
209,One of the best university of Ireland.,1.0
210,A peaceful place to study.,1.0
211,"A massive university no doubt about it. But like many other Irish large organisations, poorly designed in a sense that it doesn't have ample free parking for visitors. It shows a cheap mentality (not from the Univ. but from who makes such decisions), or lack of designing capacity or interest to design something big. It shows they drastically missed the part of forward thinking while designing such a great organisation. As I am talking about design, the design of auditorium is a disaster. I cannot comprehend how someone with a right mind, with right experience, with right education, with right interest may design, get approval, build such a mess! While speaking from the dais, you will have to look to the 'sky' to see the audience, one point among many! But this one is enough!",0.0
212,The test centre was very well organised.,1.0
213,"I loved their data analysis program in masters. With high focus on final project, you get a chance to work on fields like NLP, Computer vision or any other along with the regular subjects.",1.0
214,Nice University with several departments. Good place to study.,1.0
215,Pretty cool place with good amenities. I mostly visited The Helix for some gigs. There's a lot parking spaces and it feel safe enough!,1.0
216,my old school great memories there and the Techers were lovely,1.0
217,"MA Journalism 2008- My experience is nearly 9 years old, so I don't expect it to reflect the current reality of DCU. At the time, Ireland was in the middle of a recession, and we were totally unprepared for what was to come with totally impractical courses, such as sub editing with a ruler and a calculator. There were also enforced courses on philosophy which were utterly useless in the newsroom. They owed more to the professor's academic interest. There were some glimmers of light in a dark year, I found the late Eddie Holt brilliant. I also must speak very highly of the Intra office, who were marvellous which gives two stars. The campus is ugly and small in grey North Dublin. I feel there are infinitely better MA Journalism options elsewhere, however things may have changed. I am delighted to never have to return.",0.0
218,"I don't wanna be biased in my verdict, but providing review on the university system could be subjective not necessary following on standardised rules. I'd say my experience with DCU was not the best. The teachers and assistant teachers are complicating the things in old fashion they thought it is academic standard. Some of them really didn't know how to discuss and elaborate simple basic theories instead they preferred to post YouTube or other links to let the students watch it. Be careful with the description of the modules because it is not extensively providing details in terms of prerequisites and level of studying of the students. If you are coming from non English speaking country as a first language then perhaps the grades of your bachelor or master would be downgraded due to grammar mistakes even if your English is superb and passed ILETS with highest grades. Some teachers are using this way to reduce your overall grades. conversely, I have seen a lot of mistakes and proof -reading from many teachers as well. I have experienced many mistakes in my grades from DCU however I preferred first to point it out to my coordinator rather than suing them. During academic sessions, I have spotted many mistakes from the the module' s coordinator, however I was not appreciative instead the professor didn't solve any problems in the tutorial letting the students to solve everything without even final answers because there was non trust to share the answers which somehow could expose the weakness of the material. In addition to the mistakes of the principles used by the professor for the record all of the problems were taken from internet. I was disappointed I realized it would be much better for me to learn myself on my own pace. Last thing, maybe you will be lucky with other schools in DCU if they are not reluctant to better ways of education system, the management and teachers need to engage with other system globally to see the difference and find widen scope to develop themselves. Thanks.",0.0
219,I found the support infrastructure for part time MSc students to be quite poor with the majority of services timetabled for full time day students. Also about a quarter of my lecturers while I'm sure they are excellent researchers did lack in their lecturing/tutoring skills,0.0
220,"Just read on Instagram that a student from this school and his friends have been DMing someone sort of famous, not only making fun of her for having a miscarriage but also calling her the n word repeatedly and a ""cotton picker"". Nice students you have!",0.0
221,Never studied here but visited the campus for a full day and it was pretty nice all round. Decent canteen. Nice surroundings. Ok architecture with the buildings.,1.0
222,Up there for a graduation absolutely brilliant enjoyed it,1.0
223,I found my time here very enjoyable. They buildings are very modern inside and out and there is an array of structures that are lovely to look at. The parking complex is very easy to navigate and access. There is a large amount of signs on the campus so it is easy to find the buildings you are looking for,1.0
224,Photograph taken in st. Mary's phoenix park ðŸ¤—,1.0
225,Always great to come back in....30 years to the month since first went to DCU.....,1.0
226,Horrible time in this so called college no help from the lecturer's and they seemed happy when most of the class failed exams! The library never has any of the books you need and they cost over â‚¬300 to buy. Do not recommend this dump.,0.0
227,"Great college. Friendly atmosphere, innovative academic programmes and interesting projects. Facilities are first class as well.",1.0
228,After being here 6 years I can still say the best thing about this university is the people. It also has the advantage of being small which fosters tight knit communities and enables people to get to know their lecturers. There are over 100 clubs and societies offering something for everybody.,1.0
229,A very beautiful campus with so much fun and so many clubs and societies. I was wondering whether I'll get to play cricket or not and I got this club also. Completely loved it,1.0
230,"I had Jim Hanly at University of Liverpool for my DBA and if he is the quality of lecturers that come with Dublin City University then my heart goes out to every student that is of color in his classes. I had the worst student learning experience ever. Positive Student learning outcomes was not a focus. Caution to future students, if you are serious about having a real learning experience then you would opt for someone who is dedicated to the service of education where the student outcomes matter. Feel free to contact me and I would be happy to share the painful learning experience where I felt victimized.",0.0
231,Very good university with a strong diversity !,1.0
232,"DCU has some great educational staff, and the other students are great too. I felt like I fit right in, and my ability to learn there is fantastic. However some of the services, particularly those for the students, such as the security services are pathetic. Crime in the area is ever increasing and nothing is being done to stop it. DCU security lies about the amount of CCTV coverage they have, they're unhelpful/disinterested in your issues. For example I only know of one bike rack with a CCTV camera reliably covering it. DCU really needs to fix these issues as they hurt my experience in DCU so much. I'm sure if these things were fixed it would easily be one of the best colleges in Dublin.",1.0
233,They have this CTYI center for talented kids. Brilliant efforts ðŸ‘Œ,1.0
234,Nice grounds. Nice coffee shop near Albert college park. Most facilities closed at the moment due to covid 19.,1.0
235,University's space and environment are nice but I'm not sure about the education quality. The recruitment system is rigged big time! Interviews are just for the sake of legal requirements and most of the important positions outcomes are pre-decided.,1.0
236,I was snorkel training with UL sac in the deep pool I love it.,1.0
237,"What an amazing place. The campus is absolutely beautiful very safe and transport directly to and from Dublin. Our dorms were right next the river/creek and we could hear the birds signing all the time. At nights the campus can be so enchanting with a slight drizzle that never seems to get you wet you, with a fog so dense you can barely see 2 meters in-front of you. The facilities are first class and my experience with the staff and fellow student body was nothing short lifelong memories.",1.0
238,The campus is beautiful. It is open to public and it is a great place for socialising. The living bridge over shannon river is amazing. It is combination of nature with human architecture.,1.0
239,Very Beautiful and Spacious Campus. The Shannon River passes through the University which makes it more fascinating.,1.0
240,Lovely walks around the campus along the river and over the bridges.,1.0
241,Great University of entire country.. Spread over 800 acres .... Lush green landscape.... My God!! The beautiful fairy tale River Shanon ... The ornament like bridge .... So grand grand gaalaa grounds.... Strong and secure buildings ..... Above all the education level....really fantastic great and five star ðŸŒŸ category educational institution that no longer delay in choosing it will make the parents regret latter... Make it a decision to enroll son and daughter here....ðŸŽ–âœ¨ï¸,1.0
242,"My wife and I have been to UCH Limerick on several occasions and have enjoyed many performances through the years. The concert hall is spacious and warm with excellent disability facilities. The staff are courteous and helpful. Tonight, we went to see Rebecca Storm in concert. We arrived at 7.40pm and 10 minutes later we were still trying to find a free parking space.The main car park was full. We were unable to access the other car parks as entry was blocked by a lowered barrier. This was annoying and disappointing. Our advice is to arrive earlier than usual to secure your parking. UCH is an excellent venue to attend concerts. The acoustics are superb. We will be back.",1.0
243,A great place to study and attain the necessary skills to succeed in professional life. You'll also make friends from several countries. The campus is massive and it might take a while before you can fully explore every corner of the University. The University is also the modern amenities and facilities. It has an excellent library and a great gym. The faculty and staff are extremely helpful.,1.0
244,Excellent university village. Very cozy academic environment. away from the city hussle and bustle. A perfect university set up,1.0
245,Amazing campus. Just beautiful! <3,1.0
246,I know of several people ;having done degrees in such disciplines as Public Administration and Business Studies here found themselves to be unemployable upon graduation and received nothing but rejection letter after rejection letter including the case of two young men whom upon graduation ended up working on a building site. These were the only jobs they could get. Graduate unemployment in Ireland is a lot worse than people realise. Universities couldn't care less how you fare out just as long as you keep them in their jobs doing degrees which are of no interest to employers whatsoever.,0.0
247,"Terrible since Covid-19 (except teachers). If you are an international student, run away !",0.0
248,"I made a presentation at the American Society of Mechanical Engineers. Stokes told me about it, but there was no bronze statue or anything. It rained like a storm, but the rain suddenly stopped. It is said that the weather changes three times in one day. If I told a student it was 25 degrees in London, I would melt.",1.0
249,Nice accommodation for a fair price.,1.0
250,"starbucks queue was too long. sleep with one eye open at all times, starbucks queuersðŸ˜Š",1.0
251,A beautiful campus; colossal. The Living Bridge across the river Shannon provides opportunities to see wildlife. Worth a diversion if you are in Limerick.,1.0
252,"The campus is beautiful. Icon of limerick city They have got spar in there, subway, star bucks, and many restsurants to choose from. A mini city. Got beautiful sky bridge over river shannon. A walking trail beside shannon river. Supermarkets and rooms to let are all nearby castlerock town. Frequent dublin coach to city centre and intercity travel stop at UL stables",1.0
253,My friend lost his brother Gene here and we haven't seen him since. It's been 3 years,0.0
254,"Limerick's best University, excellent campus with some nice walks do by the Shannon",1.0
255,My dad left me here for 3 straight days. 2 stars.,0.0
256,Campus has totally inadequate parking for students. Car parks are gradually being turned into 'staff parking' areas with no replacement areas developed.,0.0
257,Very quite but needs more Lighting at night time and better Signage thanks very much,1.0
258,"My wife and I have been to UCH Limerick on several occasions and have enjoyed many performances through the years. The concert hall is spacious and warm with excellent disability facilities. The staff are courteous and helpful. Tonight, we went to see Rebecca Storm in concert. We arrived at 7.40pm and 10 minutes later we were still trying to find a free parking space.The main car park was full. We were unable to access the other car parks as entry was blocked by a lowered barrier. This was annoying and disappointing. Our advice is to arrive earlier than usual to secure your parking. UCH is an excellent venue to attend concerts. The acoustics are superb. We will be back.",1.0
259,"Gene got lost, need I say more?",0.0
260,This university is draconian in nature and punishes students with medical issues and disabilities.,0.0
261,"Discriminating against students, going to spy on them through CCTV...what a disgrace! NUIG showed its face again and again!",0.0
262,worst university on the planet,0.0
263,Over all I find it's a good university especially the languages departments,1.0
264,"Any prospective students and employees can do far, far better than to consider NUI. A university that concocts a reason to ask potential employees about their menstrual cycle - though not, oddly, about prostates - has taken some strange backward steps.",0.0
265,It disheartens me as a former student of this university to see it siding with a student who ran a campaign for the student union representative of WELFARE all based on hate towards a group of people over the students who are actively criticising this awful behaviour.It is clear that the higher ups in NUIG care more about money than they do itâ€™s student body,0.0
266,The girls are fake,0.0
267,"Don't ask more than one question at a time, you will only get the answer for the first one anyway. And it will take at least 14 days ;)",0.0
268,It is really hard to find your way around the university. There are no clear signs of where things are.,0.0
269,Under such a pandemic situation its completely unnecessary to increase the course fee . Rather the university could have tried to lower it to help the students . At least increase the scholarships . Pls consider as there are lots of aspirants who wish to study in NUI.,0.0
270,Parking for visitors a big issue. Very few spaces available,1.0
271,"Amazing students, amazing teachers; the college management just don't care about us.",0.0
272,Bad.,0.0
273,Great university to attend,1.0
274,"Busy campus, everything you need",1.0
