,CourseID,Course_name,Score1,Score2
3225,DC279,Arts  - Joint Honours Programme (Media Studies with Intl. Lang),400,435.0
3226,DC280,Arts  - Joint Honours Programme (Irish with International Lang),410,445.0
3227,DT001,Product Design,400,435.0
3228,DT021,Electrical and Electronic Engineering,385,439.0
3229,DT023,Manufacturing and Design Engineering,290,410.0
3230,DT025,Engineering - Common 1st Year,350,415.0
3231,DT028,Transport Operations and Technology,270,345.0
3232,DT081,Computer and Communications Engineering,375,390.0
3233,DT101,Architecture,520#,595.0
3234,DT106,Planning and Environmental Management,260,310.0
3235,DT110,Property Economics (Valuation Surveying),300,355.0
3236,DT111,Construction Economics and Management (Quantity Surveying),275,335.0
3237,DT112,Geomatics (Surveying and Mapping),270,335.0
3238,DT117,Construction Management,260,305.0
3239,DT175,Architectural Technology,300,335.0
3240,DT201,Science (General Entry),405,440.0
3241,DT203,Forensic and Environmental Chemistry,340,385.0
3242,DT204,Biomedical Science,495,505.0
3243,DT205,Mathematical Sciences,265,370.0
3244,DT211,Computing,375,390.0
3245,DT220,Industrial Mathematics,270,310.0
3246,DT221,Physics with Energy and Environment,310,380.0
3247,DT222,Physics Technology,320,365.0
3248,DT223,Human Nutrition and Dietetics,545,560.0
3249,DT224,Optometry,495,525.0
3250,DT225,Public Health Nutrition,385,450.0
3251,DT227,Science with Nanotechnology,350,395.0
3252,DT228,Computer Science,405,435.0
3253,DT229,Clinical Measurement Science,450,480.0
3254,DT235,Physics with Medical Physics and Bioengineering,325,380.0
3255,DT299,Chemical Sciences with Medicinal Chemistry,395,425.0
3256,DT321,Business and Law,430,450.0
3257,DT341,Marketing,380,395.0
3258,DT343,Retail and Services Management,330,355.0
3259,DT354,Business Computing,365,385.0
3260,DT358,Logistics and Supply Chain Management,300,335.0
3261,DT365,Business and Management,415,430.0
3262,DT366,Accounting and Finance,400,415.0
3263,DT398,Human Resource Management,345,365.0
3264,DT399,Economics and Finance,385,400.0
3265,DT401,International Hospitality Management,300,335.0
3266,DT407,Culinary Arts,370,405.0
3267,DT412,Tourism Marketing,290,320.0
3268,DT413,Event Management,365,395.0
3269,DT416,Culinary Entrepreneurship,350,375.0
3270,DT417,Bar Studies (Management and Entrepreneurship),300,325.0
3271,DT420,Nutraceuticals in Health and Nutrition,405,420.0
3272,DT421,Food Innovation,330,375.0
3273,DT422,Pharmaceutical Healthcare,365,385.0
3274,DT491,Environmental Health,325,365.0
3275,DT501,Music,341#,493.0
3276,DT504,Film and Broadcasting,460,490.0
3277,DT505,Film and Broadcasting with a Language,450,470.0
3278,DT506,Commercial Modern Music,900#,979.0
3279,DT517,English Studies & Languages,310,385.0
3280,DT518,Languages and International Tourism (French),310,360.0
3281,DT519,Languages and International Tourism (German),300,355.0
3282,DT520,Languages and International Tourism (Spanish),310,355.0
3283,DT529,Drama (Performance),370#,505.0
3284,DT532,Law (LL.B),385,400.0
3285,DT533,Visual and Critical Studies,300,330.0
3286,DT544,Design - Interior and Furniture,580#,905.0
3287,DT545,Design - Visual Communication,720#,835.0
3288,DT546,Fine Art,715#,865.0
3289,DT553,Journalism with a Language,340,390.0
3290,DT555,International Business and Languages - (French),380,415.0
3291,DT556,International Business and Languages - (German),370,400.0
3292,DT557,International Business and Languages - (Spanish),375,405.0
3293,DT558,International Business and Languages (English - non-native speakers),425#,425.0
3294,DT559,Photography,555#,695.0
3295,DT564,International Business and Languages - (Italian),310,355.0
3296,DT565,Chinese and International Business,350,395.0
3297,DT571,Social Care,395,410.0
3298,DT572,Early Childhood Education,420,440.0
3299,DT582,Journalism,405,425.0
3300,DT596,Print and Digital Media Technology Management,235,305.0
3301,DT597,Creative and Cultural Industries,365,400.0
3302,DL041,Animation,755#,950.0
3303,DL042,Photography,665#,845.0
3304,DL043,Visual Communications,660#,745.0
3305,DL044,Visual Arts Practice (Fine Art),525#,760.0
3306,DL045,Film and Television Production,815#,950.0
3307,DL046,Modelmaking Design and Digital Effects,555#,820.0
3308,DL047,Design for Stage and Screen (Production Design),745#,983.0
3309,DL048,Design for Stage and Screen (Costume Design),685#,825.0
3310,DL049,Design for Stage and Screen (Makeup Design),785#,945.0
3311,DL141,Applied Psychology,380*,405.0
3312,DL143,Multimedia Systems/Web Engineering,90,345.0
3313,DL241,"English Media and Cultural Studies""",300,355.0
3314,DL242,Business Studies and Arts Management,205,333.0
3315,DL245,Business Studies - Entrepreneurship and Management,265,317.0
3316,GC203,Law (Cork),,
3317,GC204,Business and Law (Cork),,
3318,GC300,Business Studies (Limerick),300,360.0
3319,GC301,Accounting and Finance (Limerick),230,230.0
3320,GC400,Business Studies (Dublin),240,330.0
3321,GC401,Accounting and Finance (Dublin),235,345.0
3322,GC403,Law (Dublin),305,330.0
3323,GC404,Business and Law (Dublin),255,300.0
3324,GC405,International Hospitality Management (Dublin),260,280.0
3325,GC430,Computing Science (Dublin),240,335.0
3326,GC450,Journalism and Visual Media (Dublin),230,295.0
3327,GC455,Music Production (Dublin) - Interview,285#,395.0
3328,GC489,Interior Architecture (Dublin),260,295.0
3329,GC494,Fashion Design (Dublin) - Portfolio,270#,365.0
3330,IC001,Journalism,215,280.0
3331,IC004,Business Studies,265,325.0
3332,IC005,Accounting and Finance,,
3333,IC007,Marketing,,
3334,BY301,Business,777,
3335,ID001,Accounting and Finance,280,280.0
3336,ID002,Business Studies,,
3337,ID003,Business Studies with Chinese,,
3338,BN101,Business,215,295.0
3339,BN103,Business and Information Technology,225,300.0
3340,BN104,Computing (Information Technology),235,295.0
3341,BN107,Applied Social Studies in Social Care,330,365.0
3342,BN110,International Business,230,290.0
3343,BN111,Sports Management and Coaching,335,360.0
3344,BN112,Creative Digital Media,305,345.0
3345,BN113,Horticulture,215,300.0
3346,BN114,Accounting and Finance,230,310.0
3347,BN115,Social and Community Development,300,320.0
3348,BN117,Computer Engineering in Mobile Systems,210,285.0
3349,BN118,Early Childhood Care and Education,340,360.0
3350,BN120,Information Security and Digital Forensics,240,280.0
3351,BN121,Mechatronic Engineering,205,305.0
3352,TA021,European Studies,210,295.0
3353,TA022,Creative Digital Media,325,350.0
3354,TA023,Advertising and Marketing Communications,205,305.0
3355,TA025,Social Care Practice,325,350.0
3356,TA026,International Hospitality and Tourism Management,235,290.0
3357,TA121,Accounting and Finance,230,300.0
3358,TA122,Management,205,295.0
3359,TA123,Marketing Management,220,320.0
3360,TA221,Electronic Engineering,230,335.0
3361,TA222,Mechanical Engineering,255,335.0
3362,TA223,Energy Systems Engineering,260,300.0
3363,TA321,Pharmaceutical Science,360,385.0
3364,TA322,Computing,300,335.0
3365,TA323,Information Technology Management,245,290.0
3366,TA326,DNA and Forensic Science,370,395.0
3367,TA327,Sports Science and Health,400,420.0
3368,MD201,Education Religion and English second level teaching,395,430.0
3369,MD301,Education Religion and History second level teaching385,400,
3370,MD401,Education Religion and Music second level teaching,390#,435.0
3371,MD500,Arts - Irish Studies and Religious Studies,280,305.0
3372,AD215,Visual Culture,360,405.0
3373,NC003,Computing,270,325.0
3374,NC004,Business Information Systems,265,320.0
3375,NC005,Human Resource Management,275,320.0
3376,NC006,Accounting,325,365.0
3377,NC009,Business,270,330.0
3378,NC010,Psychology,210,315.0
3379,NC020,Marketing Practice,245,320.0
3380,RC001,Medicine - (Undergraduate Entry),741*#,
3381,RC004,Physiotherapy,525*,530.0
3382,RC005,Pharmacy,555*,565.0
3383,RC101,Medicine - (Graduate Entry),57*#,596.0
3384,PD101,Education - Primary Teaching,460*,485.0
3385,PD102,Education - Primary Teaching - Gaeltacht Applicants,425,450.0
3386,PD103,Arts/Humanities,385,420.0
3387,TR002,Music,**405,475.0
3388,TR003,History,465*,490.0
3389,TR004,Law,530,555.0
3390,TR005,Philosophy,435,465.0
3391,TR006,Psychology,560*,575.0
3392,TR007,Clinical Speech and Language Studies,525*,545.0
3393,TR008,World Religions and Theology,380,420.0
3394,TR009,Music Education,**405,490.0
3395,TR012,History and Political Science,510,535.0
3396,TR015,Philosophy Political Science Economics and Sociology,530*,560.0
3397,TR016,Deaf Studies,390,415.0
3398,TR017,Law and Business,570*,595.0
3399,TR018,Law and French,560*,580.0
3400,TR019,Law and German,515,550.0
3401,TR020,Law and Political Science,570*,585.0
3402,TR021,Classics,465,525.0
3403,TR022,Early and Modern Irish,365,420.0
3404,TR023,English Studies,515,535.0
3405,TR024,European Studies,535*,565.0
3406,TR025,Drama and Theatre Studies,***450,500.0
3407,TR027,Irish Studies,420,455.0
3408,TR028,Ancient and Medieval History and Culture,425*,455.0
3409,TR029,Political Science and Geography,445,470.0
3410,TR030,Catholic Theological Studies,AQA,365.0
3411,TR031,Mathematics,520*,560.0
3412,TR032,Integrated Engineering,455*,505.0
3413,TR033,Computer Science,460*,500.0
3414,TR034,Management Science and Information Systems Studies,480,515.0
3415,TR035,Theoretical Physics,490,580.0
3416,TR038,Integrated Engineering with Management,450*,460.0
3417,TR039,Computer Science and Language,525,550.0
3418,TR051,Medicine,748*#,
3419,TR052,Dental Science,575*,600.0
3420,TR053,Physiotherapy,535*,545.0
3421,TR054,Occupational Therapy,505*,520.0
3422,TR055,Radiation Therapy,530*,545.0
3423,TR056,Human Health and Disease,530*,545.0
3424,TR071,Science,505*,545.0
3425,TR072,Pharmacy,565*,585.0
3426,TR073,Human Genetics,560*,580.0
3427,TR074,Chemistry with Molecular Modelling,470,480.0
3428,TR075,Medicinal Chemistry,535*,560.0
3429,TR076,Nanoscience Physics and Chemistry of Advanced Materials,570*,595.0
3430,TR077,Earth Sciences,490*,500.0
3431,TR081,Business Economic and Social Studies (BESS),495*,525.0
3432,TR082,Computer Science and Business,465*,500.0
3433,TR083,Sociology and Social Policy,455,480.0
3434,TR084,Social Studies (Social Work),460*,485.0
3435,TR085,Business Studies and French,550,570.0
3436,TR086,Business Studies and German,485,520.0
3437,TR087,Business Studies and Russian,470,490.0
3438,TR089,Business Studies and Polish,470,470.0
3439,TR090,Business Studies and Spanish,510,540.0
3440,TR091,General Nursing (Meath and St James`s),420*,435.0
3441,TR092,Mature Applicants General Nursing (Meath and St James`s),560#,578.0
3442,TR093,General Nursing (Adelaide School of Nursing),420#,440.0
3443,TR094,Mature Applicants General Nursing (Adelaide Sch. of Nursing),506#,542.0
3444,TR095,Psychiatric Nursing,400*,415.0
3445,TR096,Mature Applicants Psychiatric Nursing,522#,538.0
3446,TR097,Intellectual Disability Nursing,390*,400.0
3447,TR098,Mature Applicants Intellectual Disability Nursing,502*#,517.0
3448,TR911,Children`s and General Nursing (Integrated),505*,515.0
3449,TR912,Mature Applicants Children`s and General Nursing (Integrated,578#,589.0
3450,TR913,Midwifery,445,480.0
3451,TR914,Mature Applicants Midwifery,574#,584.0
3452,DN100,Architecture,450,490.0
3453,DN120,Landscape Architecture,360,405.0
3454,DN140,Structural Engineering with Architecture,400,450.0
3455,DN150,Engineering,475,525.0
3456,DN200,Science,505,535.0
3457,DN201,Computer Science,470,515.0
3458,DN210,Archaeology and Geology,305,385.0
3459,DN230,Actuarial and Financial Studies,560,585.0
3460,DN250,Agricultural Science,455,490.0
3461,DN251,Animal Science - Equine,445,470.0
3462,DN252,Dairy Business,440,450.0
3463,DN261,Food Science,470,490.0
3464,DN262,Human Nutrition,525,530.0
3465,DN271,Forestry,385,415.0
3466,DN272,Horticulture Landscape and Sportsturf Management,325,380.0
3467,DN300,Veterinary Medicine - Undergraduate entry,575*,590.0
3468,DN301,Veterinary Medicine - Graduate Entry,#,
3469,DN310,Veterinary Nursing,460,505.0
3470,DN400,Medicine - Undergraduate Entry,747#,
3471,DN401,Medicine - Graduate Entry,57*#,611.0
3472,DN410,Radiography,530*,550.0
3473,DN420,Physiotherapy,545,555.0
3474,DN425,Health and Performance Science,490,505.0
3475,DN430,Sport and Exercise Management,430,465.0
3476,DN440,Biomedical Health and Life Sciences,560,570.0
3477,DN450,General Nursing,425,440.0
3478,DN451,Children`s and General Nursing (Integrated),490*,510.0
3479,DN452,Midwifery,490,510.0
3480,DN453,Psychiatric Nursing,415,450.0
3481,DN460,Mature Applicants General Nursing,552#,561.0
3482,DN461,Mature Apps Children`s & General Nurs(Integrated),572#,595.0
3483,DN462,Mature Applicants Midwifery,575#,591.0
3484,DN463,Mature Applicants Psychiatric Nursing,549#,557.0
3485,DN500,BA Degree - joint honours (full-time),335,405.0
3486,DN501,BA Degree - joint honours (part-time day),335,683.0
3487,DN510,Economics,465,480.0
3488,DN511,English,480,500.0
3489,DN512,English with Drama,330,400.0
3490,DN513,English with Film,410,455.0
3491,DN514,Planning Geography and Environment,345,375.0
3492,DN515,History,420,450.0
3493,DN517,Music,335#,405.0
3494,DN518,Philosophy,330,350.0
3495,DN519,Psychology,505,535.0
3496,DN531,International French,365,400.0
3497,DN532,International German,370,405.0
3498,DN533,International Spanish,415,445.0
3499,DN541,International Languages,465,495.0
3500,DN550,Social Science,410,450.0
3501,DN600,Law,500,525.0
3502,DN610,Business and Law,510,530.0
3503,DN615,BCL Ma�trise,550,555.0
3504,DN616,Law with French Law (BCL),565,575.0
3505,DN650,Commerce,475,490.0
3506,DN660,Commerce International,505,535.0
3507,DN671,Economics and Finance,560,580.0
3508,DK810,Accounting and Finance,300,365.0
3509,DK812,Marketing,305,345.0
3510,DK815,Public Relations and Online Communication,300,355.0
3511,DK816,Business Studies,300,340.0
3512,DK820,Computing in Games Development,325,365.0
3513,DK821,Computing,300,340.0
3514,DK830,Building Surveying,305,335.0
3515,DK860,Applied Music,500#,625.0
3516,DK861,Humanities,310,333.0
3517,DK862,Social Care,330,350.0
3518,DK870,General Nursing,400*,415.0
3519,DK871,Mature Applicants General Nursing,574#,581.0
3520,DK872,Intellectual Disability Nursing,365*,380.0
3521,DK873,Mature Applicants Intellectual Disability Nursing,521#,538.0
3522,DK874,Psychiatric Nursing,370,390.0
3523,DK875,Mature Applicants Psychiatric Nursing,544#,556.0
3524,DK876,Early Childhood Studies,315,340.0
3525,DK877,Midwifery,400*,420.0
3526,DK878,Mature Applicants Midwifery,583#,601.0
3527,DK880,Health and Physical Activity,355,375.0
3528,DK890,Interactive Applications Design and Development,300,333.0
3529,GA181,Accounting,265,335.0
3530,GA182,Business,300,350.0
3531,GA183,Information Systems Management,285,355.0
3532,GA281,Film and Documentary,305,360.0
3533,GA282,Heritage Studies,245,270.0
3534,GA380,Hotel and Catering Management,200,315.0
3535,GA480,Construction Management,215,270.0
3536,GA482,Construction Economics and Quantity Surveying,260,335.0
3537,GA483,Architectural Technology,205,305.0
3538,GA484,Civil Engineering,245,335.0
3539,GA680,Mechanical Engineering,315,360.0
3540,GA681,Energy Engineering,260,365.0
3541,GA780,Applied Freshwater and Marine Biology,370,390.0
3542,GA781,Applied Biology and Biopharmaceutical Science,360,390.0
3543,GA782,Chemical and Pharmaceutical Science,310,330.0
3544,GA783,Physics and Instrumentation,325,350.0
3545,GA784,Science (Undenominated),350,375.0
3546,GA785,Medical Science,410,445.0
3547,GA786,Forensic Science and Analysis,355,380.0
3548,GA880,General Nursing (Castlebar),405*,415.0
3549,GA881,Mature Applicants General Nursing (Castlebar),562#,568.0
3550,GA882,Psychiatric Nursing (Castlebar),370,380.0
3551,GA883,Mature Applicants Psychiatric Nursing (Castlebar),537*#,562.0
3552,GA884,Digital Media and Society,255,315.0
3553,GA980,Design and Technology Education (Letterfrack),420,470.0
3554,GA981,Furniture Design and Manufacture (Letterfrack),365,395.0
3555,GA982,Furniture and Wood Technology (Letterfrack),360,375.0
3556,GY101,Arts,300,360.0
3557,GY103,Arts (Public and Social Policy),320,365.0
3558,GY104,Arts (Psychology),530,540.0
3559,GY105,Arts (History),305,335.0
3560,GY106,Na D�na (Cumars�id),300,390.0
3561,GY107,Na D�na (Gaeilge agus L_ann an Aistri�ch�in),345,560.0
3562,GY109,Arts (Mathematics and Education),365,450.0
3563,GY110,Arts with Children`s Studies,420,450.0
3564,GY111,Arts with Creative Writing,470,520.0
3565,GY112,Arts with Film Studies,385,425.0
3566,GY113,Arts with Human Rights,430,475.0
3567,GY114,Arts with Irish Studies,310,395.0
3568,GY115,Arts with Performing Arts Studies,400,435.0
3569,GY117,Arts with Latin American Studies,385,440.0
3570,GY118,Arts (Drama Theatre and Performance Studies),450,485.0
3571,GY119,Arts with Journalism,480,495.0
3572,GY120,Arts (Youth and Family Studies) at St Angela`s College,300,325.0
3573,GY201,Commerce,375,410.0
3574,GY202,Commerce (International) with French,525,575.0
3575,GY203,Commerce (International) with German,450,490.0
3576,GY204,Commerce (International) with Spanish,460,475.0
3577,GY206,Business Information Systems,400,440.0
3578,GY207,Commerce (Accounting),440,490.0
3579,GY250,Corporate Law,355,385.0
3580,GY251,Civil Law,415,460.0
3581,GY301,Science,395,445.0
3582,GY303,Biomedical Science,540,555.0
3583,GY304,Biotechnology,465,515.0
3584,GY308,Environmental Science,400,415.0
3585,GY309,Financial Mathematics and Economics,450,515.0
3586,GY310,Marine Science,410,450.0
3587,GY313,Health and Safety Systems,305,350.0
3588,GY314,Earth and Ocean Sciences,380,400.0
3589,GY318,Biopharmaceutical Chemistry,505,520.0
3590,GY319,Mathematical Science,485,505.0
3591,GY320,Physics(options in Applied/Astrophysics/Biomedical/Theoretic,400,485.0
3592,GY350,Computer Science and Information Technology,420,450.0
3593,GY401,Engineering (Undenominated),400,485.0
3594,GY402,Civil Engineering,400,460.0
3595,GY405,Mechanical Engineering,400,475.0
3596,GY406,Electronic and Computer Engineering,435,510.0
3597,GY408,Biomedical Engineering,405,490.0
3598,GY410,Project and Construction Management,355,390.0
3599,GY413,Energy Systems Engineering,440,465.0
3600,GY414,Electrical and Electronic Engineering,515,595.0
3601,GY501,Medicine (5-year/6-year course and 8-year embedded PhD option),739#,
3602,GY502,Occupational Therapy,520,535.0
3603,GY503,Speech and Language Therapy,520,525.0
3604,GY504,Podiatry,470,500.0
3605,GY515,General Nursing (Galway and Portiuncula),450*,475.0
3606,GY516,Psychiatric Nursing,410,425.0
3607,GY517,Midwifery,450*,480.0
3608,GY525,Mature Applicants General Nursing (Galway and Portiuncula),575#,585.0
3609,GY526,Mature Applicants Psychiatric Nursing,548*#,566.0
3610,GY527,Mature Applicants Midwifery,593#,618.0
3611,LY108,Business - Accounting,280,365.0
3612,LY118,Business,285,370.0
3613,LY208,Law,230,325.0
3614,LY218,Business - with Irish/French/Spanish/German,220,355.0
3615,LY228,Sports Coaching and Performance,240,315.0
3616,LY308,Destination Tourism with Marketing at Killybegs,295,355.0
3617,LY408,Design - Visual Communication,240,330.0
3618,LY508,Fire Safety Engineering,230,300.0
3619,LY708,Applied Computing,245,345.0
3620,LY718,Computing with Cloud and Green Information Technology,245,310.0
3621,LY908,General Nursing,400*,415.0
3622,LY918,Psychiatric Nursing,365*,380.0
3623,LY928,Intellectual Disability Nursing,365,370.0
3624,LY938,Mature Applicants General Nursing,559#,585.0
3625,LY948,Mature Applicants Psychiatric Nursing,555#,563.0
3626,LY958,Mature Applicants Intellectual Disability Nursing,525#,539.0
3627,LY968,Early Childhood Care Health and Education,270,325.0
3628,MI004,Liberal Arts,345,400.0
3629,MI005,Education - Primary Teaching,465,495.0
3630,MI006,Education - Primary Teaching - Gaeltacht Applicants,425,450.0
3631,MI007,Early Childhood Care and Education,365,405.0
3632,MI008,Education and Psychology - Primary Teaching,560,580.0
3633,CI101,Counselling and Psychotherapy,265,280.0
3634,LC110,Art and Design,613#,865.0
3635,LC223,Law and Taxation,325,360.0
3636,LC224,Business (Accounting/Finance),315,380.0
3637,LC225,Business (Marketing and Management),300,345.0
3638,LC226,Entrepreneurship,295,330.0
3639,LC231,Business Technology (Information Systems),240,325.0
3640,LC233,Software Development,255,330.0
3641,LC234,Multimedia Programming and Design,270,300.0
3642,LC236,Internet Systems Development,333,
3643,LC239,Computer Networks and Systems Management,275,325.0
3644,LC241,Construction Management,225,310.0
3645,LC242,Property Valuation and Management,260,320.0
3646,LC243,Quantity Surveying,245,350.0
3647,LC252,Civil Engineering Management,255,295.0
3648,LC265,Pharmaceutical and Forensic Analysis,370,415.0
3649,LC266,Drug and Medicinal Product Analysis,270,320.0
3650,LC292,Applied Social Studies (Social Care),330,370.0
3651,LC293,Business with Tourism,270,300.0
3652,LC294,Business with Event Management,300,345.0
3653,LC295,Business with Sports Management,300,335.0
3654,LC407,Social and Community Studies (Thurles),200,290.0
3655,LC408,Environmental and Natural Resource Management (Thurles),255,340.0
3656,LC410,Accounting and Finance (Thurles),335,395.0
3657,LC413,Business (Thurles),350,385.0
3658,LC415,Computing - Software Development (Thurles),200,265.0
3659,LC418,Computing - Games Design and Development (Thurles),260,300.0
3660,LC420,Computing - Smart Energy Systems (Thurles),,
3661,LC422,Sports Strength and Conditioning (Thurles),300,350.0
3662,LC513,Business (Clonmel),275,355.0
3663,LC517,Creative Multimedia (Clonmel),225#,335.0
3664,LC518,Digital Animation Production (Clonmel),550#,820.0
3665,LM020,Law and Accounting,420,460.0
3666,LM022,Politics and International Relations,350,420.0
3667,LM023,Health Informatics,365,380.0
3668,LM029,Law Plus,405,445.0
3669,LM030,Irish Music and Dance,350#,385.0
3670,LM031,Voice and Dance,330#,360.0
3671,LM032,Arts (Joint Honours),435,460.0
3672,LM033,New Media and English,355,385.0
3673,LM035,English and History,325,370.0
3674,LM036,Economics and Sociology,325,365.0
3675,LM037,Economics and Mathematical Sciences,375,450.0
3676,LM038,Psychology and Sociology,495,505.0
3677,LM039,Journalism and New Media,410,440.0
3678,LM040,European Studies,355,400.0
3679,LM041,Politics and Public Administration,330,350.0
3680,LM043,International Insurance and European Studies,320,370.0
3681,LM044,Applied Languages,440,485.0
3682,LM045,Language and Literature,340,400.0
3683,LM046,History  Politics  Sociology and Social Studies,320,350.0
3684,LM048,Irish and New Media/An Ghaeilge agus na Me�in �ra,355,385.0
3685,LM050,Business Studies,410,435.0
3686,LM051,Computer Systems,360,400.0
3687,LM052,Business Studies and a Modern Language (French),420,445.0
3688,LM053,Business Studies and a Modern Language (German),430,455.0
3689,LM055,Business Studies and a Modern Language (Japanese),400,415.0
3690,LM056,International Business,460,485.0
3691,LM058,Financial Mathematics,430,505.0
3692,LM060,Mathematical Science,380,440.0
3693,LM061,Pharmaceutical and Industrial Chemistry,395,435.0
3694,LM063,Technology Management,300,370.0
3695,LM064,Industrial Biochemistry,360,415.0
3696,LM065,Applied Physics,365,475.0
3697,LM066,Environmental Science,355,385.0
3698,LM067,Wood Science and Technology,300,375.0
3699,LM068,Food Science and Health,375,425.0
3700,LM071,Biomedical Engineering,420,500.0
3701,LM073,Mechanical Engineering,420,500.0
3702,LM074,Computer Aided Engineering and Design,450,480.0
3703,LM076,Product Design and Technology,375,415.0
3704,LM077,Aeronautical Engineering,425,490.0
3705,LM080,Electronics,330,375.0
3706,LM082,Construction Management and Engineering,330,385.0
3707,LM083,Mobile Communications and Security,355,390.0
3708,LM085,Civil Engineering,425,475.0
3709,LM087,Energy,380,405.0
3710,LM088,Mathematics and Physics,480,555.0
3711,LM089,Sport and Exercise Sciences,480,500.0
3712,LM090,Physical Education with concurrent Teacher Education,495*,510.0
3713,LM092,Science with concurrent Teacher Ed. (Bio. Sciences with Phys or Chem),435*,480.0
3714,LM093,Equine Science,325,380.0
3715,LM094,Materials and Architectural Technology with concurrent Teacher ed,440,475.0
3716,LM095,Materials and Engineering Technology with concurrent Teacher ed,395,430.0
3717,LM096,Science with concurrent Teacher Education (Physics and Chem),420,460.0
3718,LM099,Architecture,375#,465.0
3719,LM100,Physiotherapy,555*,580.0
3720,LM101,Medicine - Graduate Entry,53#,553.0
3721,LM102,Psychology,510*,530.0
3722,LM110,Computer Games Development,340,385.0
3723,LM113,Digital Media Design,300,345.0
3724,LM114,Music Media and Performance Technology,335,395.0
3725,LM115,Chemical and Biochemical Engineering,420,505.0
3726,LM116,Engineering (Choice),400,475.0
3727,LM117,Science (Choice),360,410.0
3728,LM118,Electronic and Computer Engineering,395,490.0
3729,LM119,Design and Manufacture,445,480.0
3730,LM150,General Nursing,445*,465.0
3731,LM151,Mature Applicants General Nursing,584#,590.0
3732,LM152,Mental Health Nursing,425*,455.0
3733,LM153,Mature Applicants Mental Health Nursing,569#,574.0
3734,LM154,Intellectual Disability Nursing,430,435.0
3735,LM155,Mature Applicants Intellectual Disability Nursing,537#,567.0
3736,LM156,Midwifery,435,445.0
3737,LM157,Mature Applicants Midwifery,609#,618.0
3738,MU001,Theology and Arts,310,335.0
3739,MU002,Theology,325,340.0
3740,MH001,Education - Primary Teaching,495,515.0
3741,MH002,Education - Primary Teaching - Gaeltacht Applicants,,
3742,MH003,Early Childhood - Teaching and Learning (part-time),365,385.0
3743,MH101,Arts,355,400.0
3744,MH102,Music Technology,385,435.0
3745,MH103,Music,#,
3746,MH104,Mathematics,485,545.0
3747,MH106,Psychology,505,515.0
3748,MH107,Social Science,400,420.0
3749,MH108,European Studies,395,415.0
3750,MH109,Media Studies,450,485.0
3751,MH110,Digital Media,350,375.0
3752,MH111,Anthropology,375,410.0
3753,MH112,Politics,350,355.0
3754,MH113,History,400,405.0
3755,MH114,English,430,450.0
3756,MH115,Law (BCL) and Arts,450,480.0
3757,MH116,Community and Youth Work - Full Time,#,
3758,MH117,Community and Youth Work - Part-Time  In-service,#,
3759,MH119,Law (LLB),460,485.0
3760,MH120,Philosophy Politics and Economics (PPE),400,410.0
3761,MH121,International Development,360,410.0
3762,MH140,Computer Science and Software Engineering (Arts),385,400.0
3763,MH201,Science,410,445.0
3764,MH202,Biotechnology,425,440.0
3765,MH203,Computer Science and Software Engineering (Science Entry),405,440.0
3766,MH204,Physics with Astrophysics,445,530.0
3767,MH206,Theoretical Physics and Mathematics,570,575.0
3768,MH208,Biological and Biomedical Sciences,460,480.0
3769,MH209,Psychology (through Science),470,490.0
3770,MH210,Pharmaceutical and Biomedical Chemistry,435,455.0
3771,MH211,Multimedia Mobile and Web development,360,380.0
3772,MH212,Science Education,465,500.0
3773,MH213,Mathematics Education,445,455.0
3774,MH214,Computational Thinking (Comp Science Mathematics and Philosophy),520,570.0
3775,MH301,Electronic Engineering with Computers,390,415.0
3776,MH302,Electronic Engineering,360,430.0
3777,MH303,Electronic Engineering with Communications,355,380.0
3778,MH304,Common entry to Computer Electronic and Communications Engineering,380,450.0
3779,MH305,Product Design,330,380.0
3780,MH401,Finance,360,380.0
3781,MH403,Accounting and Finance,400,420.0
3782,MH404,Business and Management,430,440.0
3783,MH405,Equine Business,355,380.0
3784,MH406,Law and Business,450,475.0
3785,MH407,Business and Accounting,400,430.0
3786,MH408,International Finance and Economics,420,440.0
3787,MH410,Marketing,400,425.0
3788,MH411,Entrepreneurship,355,380.0
3789,MH901,Arts (Kilkenny Campus - first year only),305,335.0
3790,SN001,Business Studies in International Hotel Management,471#,561.0
3791,SN002,Commerce (Year 4 in NUI,621#,666.0
3792,AS001,Home Economics with Biology - second level teaching,480*,500.0
3793,AS002,Home Economics with Religious Education - second level teach,435,450.0
3794,AS003,Home Economics with Irish - second level teaching,455*,475.0
3795,AS004,Home Economics with Economics - second level teaching,440,460.0
3796,AS051,Food and Business Management,220,350.0
3797,AS052,Health and Disability Studies,235,320.0
3798,AS053,Textiles Fashion and Design with Business Management,240#,380.0
3799,AS110,General Nursing,405*,425.0
3800,AS111,Mature Applicants General Nursing,578#,597.0
3801,AS130,Intellectual Disability Nursing,365,380.0
3802,AS131,Mature Applicants Intellectual Disability Nursing,504#,514.0
3803,SG141,Business,215,325.0
3804,SG146,Accounting,270,360.0
3805,SG241,Performing Arts,265,325.0
3806,SG242,Early Childhood Education,285,335.0
3807,SG243,Social Care Practice,300,340.0
3808,SG245,Creative Design,210,340.0
3809,SG345,Interior Architecture,225,315.0
3810,SG441,Environmental Science,290,340.0
3811,SG442,Occupational Safety and Health,340,380.0
3812,SG445,Pharmaceutical Science with Drug Development,300,345.0
